Ticket Nr.,Ticket type,Mandant,ticket_creator=3 // response=1,Ticket text,Ticket state,META Data
2018091563000050,Geräteanzahl überschritten,VELEDES,3,Guten Tag Die Gerätezahl wurde überschritten obwohl ich mich nur mit einem Gerät angemeldet habe. Jetzt kann ich das ebook nicht mehr verwenden. Es kommt immer die Meldung sie haben die 10 Seiten betrachtet erwerben sie eine Lizenz. Vielen Dank im Voraus für Ihre Hilfe. Freundlich Grüsse,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.4.1 | Jailbroken: No | Model: iPad | Platform: iPad54 | System Name: iOS | System Version: 11.4.1 | First install: 2018-08-28 22:13:37 MESZ | Application starts: 5 | Unique Device : ef4a67eea78ad3ccca12adc60d8a27a2 | UI Type: Extended | 
2018091563000050,Geräteanzahl überschritten,VELEDES,1,Guten Tag Nadine Thaler Wir konnten das Problem auf dem Lizenzserver beheben. Sie können die App nochmals neu starten dann meldet sich die App neu an und registriert Ihr Gerät automatisch wieder. Falls dies nicht klappt so melden Sie sich nochmals ab und wieder neu an. Könnten Sie mir kurz Bescheid geben ob es geklappt hat. Besten Dank schon im Voraus. Wir bitten um Entschuldigung für die Unnanehmlichkeiten. Freundliche Grüsse Daniel Stainhauser ionesoft GmbH 15.09.2018 15:47 - xxx@xxx.xx schrieb: Falls die maximale Anzahl an Geräten überschritten wurde nennen Sie bitte das Gerät für das die Lizenz entfernt werden soll. Guten Tag Die Gerätezahl wurde überschritten obwohl ich mich nur mit einem Gerät angemeldet habe. Jetzt kann ich das ebook nicht mehr verwenden. Es kommt immer die Meldung sie haben die 10 Seiten betrachtet erwerben sie eine Lizenz. Vielen Dank im Voraus für Ihre Hilfe. Freundlich Grüsse Nadine Thaler,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.4.1 | Jailbroken: No | Model: iPad | Platform: iPad54 | System Name: iOS | System Version: 11.4.1 | First install: 2018-08-28 22:13:37 MESZ | Application starts: 5 | Unique Device : ef4a67eea78ad3ccca12adc60d8a27a2 | UI Type: Extended | 
2018091563000020,Anmeldung / Aktivierung,SVBA,1,  Sie hatten drei Benutzernamen im System \xxx@xxx.xx\xxx@xxx.xx\xxx@xxx.xx Zwei davon hatten Lizenzen. Ich habe nun die beiden falsch geschriebenen gelöscht. Dazu musste ich auch die beiden Coupons vom Europalehrmittel zurücksetzen. 4eod-hhj8-ee6a gdp2-chug-dqta Bitte lösen Sie diese dann auf dem Konto wieder ein. Ihr Benutzername lautet also wie folgt: xxx@xxx.xx Bitte beachten Sie die korrekte Gross-/Kleinschreibweise. Sie müssen diesen nun auch in der App noch richtig setzen. Dazu gehen Sie wie folgt vor: - Gehen Sie in der App ins Portal Haus Symbol - Klicken Sie oben rechts auf die Email Adresse oder Ihren Benutzernamen - Klicken Sie auf Abmelden - Wählen Sie die Option «Gerät abmelden» und bestätigen Sie dies mittels dem Knopf «Abmelden» - Nun können Sie sich mit ihren neuen Benutzernamen sowie Ihrem Passwort wieder anmelden. - Falls Sie Ihr Passwort nicht mehr kennen dann nutzen Sie die «Passwort vergessen» Funktion unterhalb der Anmeldemaske. Wir gehen davon aus dass es so klappt. Ansonsten senden Sie bitte nochmals eine neue Support-Anfrage die wir umgehend beantworten werden. Freundliche Grüsse Daniel Stainhauser ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  15.09.2018 09:49 - xxx@xxx.xx schrieb: Sehr geehrte Damen und Herren aus technischen Gründen musste ich meinen Rechener ersetzen. Da ich die E-Books bereits installiert hatte ist nun die Anzahl Geräte für den Aktivierungscode überschritten. Um diese wieder nutzen zu können bitte ich Sie meine Geräte zurück zu setzen. Besten Dank und freundliche Grüsse Daniel Eichmüller,closed_app_misuse,App: beook 5.4.5 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-15 09:28:49 MESZ | Last install: | Application starts: 3 | Unique Device : 5f8d82c55677574be4f7f0340180bc9e | 
2018091563000020,Anmeldung / Aktivierung,SVBA,3,aus technischen Gründen musste ich meinen Rechener ersetzen. Da ich die E-Books bereits installiert hatte ist nun die Anzahl Geräte für den Aktivierungscode überschritten. Um diese wieder nutzen zu können bitte ich Sie meine Geräte zurück zu setzen. Besten Dank und freundliche Grüsse,closed_app_misuse,App: beook 5.4.5 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-15 09:28:49 MESZ | Last install: | Application starts: 3 | Unique Device : 5f8d82c55677574be4f7f0340180bc9e | 
2018091463000210,Fehler in der App,IONESOFT,1,,testing,App: beook 5.4.4 | Model: 8 cores | Platform: armv8l | System Name: Linux | System Version: 3.18.14-13041686 | First install: 2018-04-09 20:10:39 MESZ | Last install: 2018-09-11 10:24:30 MESZ | Application starts: 16 | Unique Device : c67b8d6026390e01b679f90e25f8edae | 
2018091463000200,Anmeldung / Aktivierung,hep,1," Vielen Dank für Ihre Support-Anfrage. Wir nehmen an dass Sie sich nicht anmelden konnten. Bitte klicken Sie nicht auf \""Konto erstellen\"" sondern auf \""Anmelden\"". Geben Sie dann Ihre Mail-Adresse xxx@xxx.xx und Ihr Passwort ein und klicken Sie auf \""Anmelden\"". Bitte melden Sie uns kurz zurück ob sich die Support-Anfrage somit erledigt hat oder wie wir Ihnen weiterhelfen können. Besten Dank und freundliche Grüsse hep Support Ihr hep Support Team ___________________  hep verlag ag Gutenbergstrasse 31 Postfach 3001 Bern T 031 310 29 29 [1]www.hep-verlag.ch 14.09.2018 15:59 - xxx@xxx.xx schrieb: Falls Sie ein Problem mit der Anmeldung oder dem Coupon Code haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Coupon Code an. [1] http://www.hep-verlag.ch/ ",closed successful,App: eLehrmittel 5.4.4 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.6 | First install: 2018-09-14 15:52:03 MESZ | Last install: | Application starts: 1 | Unique Device : 7992ed2af5b2534cc82ba7a35321e9db | 
2018091463000200,Anmeldung / Aktivierung,hep,3,Falls Sie ein Problem mit der Anmeldung oder dem Coupon Code haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Coupon Code an.,closed successful,App: eLehrmittel 5.4.4 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.6 | First install: 2018-09-14 15:52:03 MESZ | Last install: | Application starts: 1 | Unique Device : 7992ed2af5b2534cc82ba7a35321e9db | 
2018091463000190,Geräteanzahl überschritten,VSRT-BBZ,1,  Wir haben alle Ihre Geräte auf dem Lizenzserver ausgetragen. Sie können die App nochmals neu starten dann wird Ihr Gerät automatisch wieder registriert. Bei allfälligen Problemen senden Sie bitte eine neue Support-Anfrage damit wir die Protokoll-Datei prüfen können. Anderernfalls gehen wir davon aus dass sich Ihr Problem gelöst hat und schliessen das Ticket. Freundliche Grüsse Frank Flück ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  14/09/2018 13:46 - xxx@xxx.xx wrote: Falls die maximale Anzahl an Geräten überschritten wurde nennen Sie bitte das Gerät für das die Lizenz entfernt werden soll. Iphone X und Hp Laptop  ,closed successful,User account exists: Yes | | App: beook v5.4.4 | Jailbroken: No | Model: iPad | Platform: iPad44 | System Name: iOS | System Version: 11.4.1 | First install: 2018-09-14 13:27:14 MESZ | Application starts: 0 | Unique Device : 6216fd22e567b4817b9050174e3eed82 | UI Type: Extended | 
2018091463000190,Geräteanzahl überschritten,VSRT-BBZ,3,,closed successful,User account exists: Yes | | App: beook v5.4.4 | Jailbroken: No | Model: iPad | Platform: iPad44 | System Name: iOS | System Version: 11.4.1 | First install: 2018-09-14 13:27:14 MESZ | Application starts: 0 | Unique Device : 6216fd22e567b4817b9050174e3eed82 | UI Type: Extended | 
2018091463000020,Geräteanzahl überschritten,hep,1,  Wir haben alle Ihre Geräte auf dem Lizenzserver ausgetragen. Sie können die App nochmals neu starten dann wird Ihr Gerät automatisch wieder registriert. Bei allfälligen Problemen senden Sie bitte eine neue Support-Anfrage damit wir die Protokoll-Datei prüfen können. Anderernfalls gehen wir davon aus dass sich Ihr Problem gelöst hat und schliessen das Ticket. Freundliche Grüsse hep Support Ihr hep Support Team ___________________  hep verlag ag Gutenbergstrasse 31 Postfach 3001 Bern T 031 310 29 29 [1]www.hep-verlag.ch 14.09.2018 08:16 - xxx@xxx.xx schrieb: Guten Tag Ich habe mir einen neuen Mac gekauft und daher ist jetzt meine Geräteanzahl überschritten. Können sie das Windows Gerät löschen das ich meine Lehrmittel wieder nutzen kann. [1] http://www.hep-verlag.ch/,closed_max_devices,App: eLehrmittel 5.4.3 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.6 | First install: 2018-08-28 09:39:04 MESZ | Last install: | Application starts: 14 | Unique Device : d67622a93c4f2acf96904e60a38e8d12 | 
2018091463000020,Geräteanzahl überschritten,hep,3,Ich habe mir einen neuen Mac gekauft und daher ist jetzt meine Geräteanzahl überschritten. Können sie das Windows Gerät löschen das ich meine Lehrmittel wieder nutzen kann.,closed_max_devices,App: eLehrmittel 5.4.3 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.6 | First install: 2018-08-28 09:39:04 MESZ | Last install: | Application starts: 14 | Unique Device : d67622a93c4f2acf96904e60a38e8d12 | 
2018091363000190,Fehler in der App,hep,1,  Hat Ihr Lehrer bereits versucht Sie zu entfernen und nochmals neu einzuladen? Falls nicht versuchen Sie doch bitte noch diesen Schritt. Klappt es nach oben genanntem Vorschlag nicht geben wir den Fehler an den Second-Level-Support weiter. Freundliche Grüsse hep Support Ihr hep Support Team ___________________  hep verlag ag Gutenbergstrasse 31 Postfach 3001 Bern T 031 310 29 29 [1]www.hep-verlag.ch 13.09.2018 15:46 - xxx@xxx.xx schrieb: Klassenbeitrit nicht möglich trotz - verbidnung mit der HEP-Cloud - Eingabe des Zugangcodes Status ist offen [1] http://www.hep-verlag.ch/,closed_waiting_for_reply,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-05-02 19:44:35 MESZ | Last install: | Application starts: 54 | Unique Device : ec5bcd46b3ffcbfd18cdb751901da0d0 | 
2018091363000190,Fehler in der App,hep,3,- verbidnung mit der HEP-Cloud - Eingabe des Zugangcodes,closed_waiting_for_reply,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-05-02 19:44:35 MESZ | Last install: | Application starts: 54 | Unique Device : ec5bcd46b3ffcbfd18cdb751901da0d0 | 
2018091363000180,Geräteanzahl überschritten,RICHM,1," Guten Tag Nadia Zaugg Besten Dank für die Supportanfrage. Bei dem Erstellen Ihres Benutzeraccounts ist etwas schief gelaufen. Ich musste Ihren Account neu aufsetzen. Sie können sich mit folgenden Daten bei beook einloggen: Benutzername: xxx@xxx.xx Passwort: _00argenT! Um das Passwort anschliessend anzupassen benutzen Sie die \""Passwort vergessen\"" Funktion. Sobald Sie sich mit den Daten eingeloggt haben müssen Sie sich noch mit dem bekannten Richmont-Login einloggen. Anschliessend sollten Sie Ihre Lizenzen erhalten und die Bücher herunterladen können. Freundliche Grüsse Frank Flück ionesoft GmbH 13/09/2018 14:46 - xxx@xxx.xx wrote: ich kann die bücher nicht herunterladen ",closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-22 13:39:24 MESZ | Last install: 2018-08-24 21:26:02 MESZ | Application starts: 13 | Unique Device : de9776dae974fac4d94d67e22a119b2e | 
2018091363000180,Geräteanzahl überschritten,RICHM,3,,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-22 13:39:24 MESZ | Last install: 2018-08-24 21:26:02 MESZ | Application starts: 13 | Unique Device : de9776dae974fac4d94d67e22a119b2e | 
2018091363000170,Fehler in der App,Swissmem,3,Die Einstellung zum verstellen des Zoomfaktors ist sehr umständlich zu bedienen. Ein E-Lehrmittel macht vor allem mit Touch-Geräten Sinn warum die mühsame Bedienung über Mausklick und Schieberegler anstelle von Mausrad und/oder Zweifinger-Zoom?,closed successful,App: Swissmem eBOOK 5.4.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-14 12:36:02 MESZ | Last install: 2018-08-29 16:20:23 MESZ | Application starts: 10 | Unique Device : ff804d9939a7538a6036763dc9f50882 | 
2018091363000170,Fehler in der App,Swissmem,1,,closed successful,App: Swissmem eBOOK 542 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 100 | First install: 2018-08-14 12:36:02 MESZ | Last install: 2018-08-29 16:20:23 MESZ | Application starts: 10 | Unique Device : ff804d9939a7538a6036763dc9f50882 | 
2018091363000160,Fehler in der App,RICHM,3,Geschätzte Damen und Herren 1 Wenn ich im Inhaltsverzeichnis auf eine Titel klicke bleibt eine Aktion aus. Eigentlich müsste der Titel geöffnet werden. Ich habe die 4. Auflage Version 5.4.3 2 Wenn ich das beook auf ein zweites Endgerät laden will wie gehe ich vor? Ich freue mich auf eine Rückmeldung Peter Signer.,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-11-09 13:33:22 MEZ | Last install: 2018-08-30 19:06:15 MESZ | Application starts: 30 | Unique Device : c95a52c64e78292a01fba50214178e40 | 
2018091363000160,Fehler in der App,RICHM,1,Guten Tag Peter Signer Bitte starten Sie die App neu. Sodann wird Ihr Gerät neu registriert und Sie können das gewünschte ebook installieren respektive alle Kapitel des Buches wieder öffnen. Sie können beook auf einem zweiten Gerät installieren und sich mit Ihren Benutzerdaten anmelden. Sie sind durch Ihre Lizenzen für folgende Installationen berechtigt: - 1x Gerät: Richemont Betriebswirtschaft - 2x Geräte: Richemont Grundlagen Sollte dies damit nicht behoben sein so können Sie uns gerne noch einmal kontaktieren. Besten Dank im Voraus. Freundliche Grüsse Frank Flück ionesoft GmbH 13/09/2018 13:53 - xxx@xxx.xx wrote: Mit einer detaillierten Fehlerbeschreibung helfen Sie uns diese App weiter zu verbessern. 1. Bitte wählen Sie die Art des Fehlers in der Auswahlliste aus und ergänzen Sie den Text in diesem Fenster. 2. Mit Ihrer Anfrage senden Sie eine Logdatei die neben einem Fehlerprotokoll auch Daten über Ihr Gerät enthält. 3. Weitere Informationen wie Screenshots können Sie als Antwort auf das Bestätigungsmail übermitteln. 4. Sollten Sie kein Bestätigungsmail erhalten dann prüfen Sie bitte Ihre Email Adresse und senden gegebenenfalls nochmals eine Support-Anfrage. Geschätzte Damen und Herren 1 Wenn ich im Inhaltsverzeichnis auf eine Titel klicke bleibt eine Aktion aus. Eigentlich müsste der Titel geöffnet werden. Ich habe die 4. Auflage Version 5.4.3 2 Wenn ich das beook auf ein zweites Endgerät laden will wie gehe ich vor? Ich freue mich auf eine Rückmeldung Peter Signer.,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-11-09 13:33:22 MEZ | Last install: 2018-08-30 19:06:15 MESZ | Application starts: 30 | Unique Device : c95a52c64e78292a01fba50214178e40 | 
2018091363000150,Fehler in der App,SVBA,1,  Wir haben gestern eine neue Version beook 5.4.5. online gestellt mit welcher der Fehler behoben sein sollte. Sie können sie über folgenden Link herunterladen. Die neue Version kann direkt über die bestehende Version installiert werden sonst muss nichts gemacht werden.  [1]https://beook.ch/downloads/setup/win32/beook_win32_install_5.4.5.exe? Bitte geben Sie uns doch kurz Bescheid ob die Felder nun korrekt gespeichert werden. Freundliche Grüsse Frank Flück ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  13/09/2018 12:42 - xxx@xxx.xx wrote: Letzte Woche habe ich die Seite 787 im Buch Fahrwerk gelösst. Und danach Synchronisiert. Heute wär nichts mehr ausgefüllt. [1] https://beook.ch/downloads/setup/win32/beook_win32_install_5.4.5.exe,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-15 20:41:34 MESZ | Last install: 2018-09-06 10:07:58 MESZ | Application starts: 211 | Unique Device : 7781119875cfc382bd10da7ad7096869 | 
2018091363000150,Fehler in der App,SVBA,3,Letzte Woche habe ich die Seite 787 im Buch Fahrwerk gelösst. Und danach Synchronisiert. Heute wär nichts mehr ausgefüllt.,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-15 20:41:34 MESZ | Last install: 2018-09-06 10:07:58 MESZ | Application starts: 211 | Unique Device : 7781119875cfc382bd10da7ad7096869 | 
2018091363000140,Anmeldung / Aktivierung,SAT,1,Fabian Kramer hat euch am 7.8. Test-Coupons geschickt mit welchem ihr alle ebooks freischalten könnt. Mit deinem Benutzer wurde aber offenbar noch kein Coupon eingelöst. Daher fehlen dir auch die Lizenzen. Aktiviere doch einer der Coupons dann hast Du alle ebooks. Liebe Grüsse Daniel Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  13.09.2018 11:48 - xxx@xxx.xx schrieb: Betrifft Windows-App. Neuste Version von beook auf dem Desktop installiert. Start von beook und dann abgemeldet dabei alle lokalen und alle Cloud-Daten gelöscht. Bei beook angemeldet habe nur 1 Login welches ich schon seit beginn der beook-Evaluation nutze. Dann in den Entwicklugnsmode gewechselt gemäss beook Anleitung. Ausser dem Buch 021T Powerplant stehen mir keine Downloads zur Verfügung müsste aber noch 16 weitere Bücher haben.,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2018-09-12 17:18:52 MESZ | Last install: 2018-09-13 10:59:10 MESZ | Application starts: 14 | Unique Device : f7bb17361d691c0c0ee0f808c05866a4 | 
2018091363000140,Anmeldung / Aktivierung,SAT,3,Neuste Version von beook auf dem Desktop installiert. Start von beook und dann abgemeldet dabei alle lokalen und alle Cloud-Daten gelöscht. Bei beook angemeldet habe nur 1 Login welches ich schon seit beginn der beook-Evaluation nutze. Dann in den Entwicklugnsmode gewechselt gemäss beook Anleitung. Ausser dem Buch 021T Powerplant stehen mir keine Downloads zur Verfügung müsste aber noch 16 weitere Bücher haben.,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2018-09-12 17:18:52 MESZ | Last install: 2018-09-13 10:59:10 MESZ | Application starts: 14 | Unique Device : f7bb17361d691c0c0ee0f808c05866a4 | 
2018091363000130,Anmeldung / Aktivierung,hep,1,Vielen Dank für Ihre Support-Anfrage. Leider können wir keine eingelösten Lizenzen finden. Haben Sie denn bereits einen Coupon-Code eingegeben? Und wie haben Sie diesen erhalten/erworben? Falls Sie uns einen Kaufnachweis Quittung Rechnungskopie liefern können werden wir Ihnen gerne einen Ersatzcoupon zustellen. Besten Dank und freundliche Grüsse hep Support Ihr hep Support Team ___________________  hep verlag ag Gutenbergstrasse 31 Postfach 3001 Bern T 031 310 29 29 [1]www.hep-verlag.ch 13.09.2018 10:23 - xxx@xxx.xx schrieb: Falls Sie ein Problem mit der Anmeldung oder dem Coupon Code haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Coupon Code an. Guten Tag Ich habe seid Monaten probleme das bei mir nur das erste Kapitel sichtbar ist. Bei Ihrem ersten Mail das ich erhalten habe hies es ob ich meinen Nutzername geändert habe dies habe ich aber nicht. Meinen Cuopn code kann ich Ihnen nicht mehr sagen. Mir ist es ein Rätsel wiso es vom einten auf den anderen Tag nicht mehr geht.  Auch durch das erneute anmelden wurde es nicht besser. Ich erbitte sie eine Lösung zu finden und diese mir zukommen zulassen. freundliche Grüsse Remo Hürzeler [1] http://www.hep-verlag.ch/,closed successful,App: eLehrmittel 4.3.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-06-28 08:41:24 MESZ | Last install: | Application starts: 13 | Unique Device : f840cffca7a3e5f274e9467ec7f0e1a6 | 
2018091363000130,Anmeldung / Aktivierung,hep,3,Falls Sie ein Problem mit der Anmeldung oder dem Coupon Code haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Coupon Code an. Guten Tag Ich habe seid Monaten probleme das bei mir nur das erste Kapitel sichtbar ist. Bei Ihrem ersten Mail das ich erhalten habe hies es ob ich meinen Nutzername geändert habe dies habe ich aber nicht. Meinen Cuopn code kann ich Ihnen nicht mehr sagen. Mir ist es ein Rätsel wiso es vom einten auf den anderen Tag nicht mehr geht. Auch durch das erneute anmelden wurde es nicht besser. Ich erbitte sie eine Lösung zu finden und diese mir zukommen zulassen.,closed successful,App: eLehrmittel 4.3.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-06-28 08:41:24 MESZ | Last install: | Application starts: 13 | Unique Device : f840cffca7a3e5f274e9467ec7f0e1a6 | 
2018091363000090,Problem auswählen,SVBA,1,  Wir haben Ihre Support-Anfrage erhalten besten Dank. Damit wir das Problem besser eingrenzen können bitten wir Sie um Ihre Mithilfe. Beschreiben Sie bitte den Fehler möglichst genau. Wann tritt der Fehler auf? Ist dies ein neues Problem seit kurzem oder schon länger. Falls Sie kürzlich die App aktualisiert haben gibt es den Fehler erst seit der neuen Version? Können Sie das Problem mit einer bestimmten Stelle im ebook in Verbindung bringen? Oder erfolgt das Problem bei allen Inhalten gleich? Falls es mit dem Speichern der Inhalte zusammenhängt geschieht dies für alle Inhalte oder nur diejenigen welche Sie als letztes bearbeitet haben. Bitte versuchen Sie die obigen Fragen möglichst genau zu beantworten und verfahren Sie wie folgt: - Dokumentieren Sie bitte das Problem indem Sie Bildschirm-Fotos erstellen die den Zustand vor und nach dem Problem zeigen. - Notieren Sie die Zeit wann Sie jeweils die Screenshots erstellt haben. - Senden Sie danach bitte noch einmal eine neue Supportanfrage so erhalten wir eine neue Protokoll-Datei. Sie können im Text auf diese Ticket-Nummer verweisen indem Sie einfach die Nummer hineinkopieren - Sie erhalten danach eine Bestätigungsmeldung - Antworten Sie nun auf diese Meldung und senden uns bitte die zuvor erstellten Screenshots jeweils mit der Angabe um welche Zeit Sie diese erstellt haben. So können wir versuchen das Problem zu analysieren und Ihnen eine Lösung zu bieten. Besten Dank. Freundliche Grüsse Frank Flück ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  13/09/2018 09:57 - xxx@xxx.xx wrote: No body,closed_waiting_for_reply,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-27 08:13:02 MESZ | Last install: | Application starts: 12 | Unique Device : 388fb99ebe84e2349e1a18c31809d39f | 
2018091363000090,Problem auswählen,SVBA,3,,closed_waiting_for_reply,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-27 08:13:02 MESZ | Last install: | Application starts: 12 | Unique Device : 388fb99ebe84e2349e1a18c31809d39f | 
2018091363000080,Fehler in der App,SVBA,1,  Besten Dank für Ihre Support-Anfrage. Microsoft Windows hat erneut im Mai/Juni 2018 mit einem Betriebssystem-Update einen Fehler ins System eingebracht. Dieser führt dazu dass der Rechtsklick auf Bilder und Text wie auch der Doppelklick auf Bildern zum Öffnen in Vorschau/Editor nicht mehr funktionieren. Mit dem neusten Windows-Update vom Juli wurde dieses Problem wieder behoben. Führen Sie deshalb die neusten Windows-Betriebssystem-Updates aus und starten Sie danach das Gerät und beook erneut. Es kann sein dass Sie Ihren PC nochmals neu booten müssen und erneut auf Windows Updates prüfen müssen da gewisse Updates inkrementell erscheinen. Wichtig ist auch nach dem Update nochmals zu booten. Eine praktische Anleitung zum Update für Ihr Windows finden Sie hier: [1]http://praxistipps.chip.de/windows-updates-installieren_29639 Freundliche Grüsse Frank Flück ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  13/09/2018 09:36 - xxx@xxx.xx wrote: Guten Tag Leider öffnet sich das Editor Programm nicht beim maus doppelklick bei den Einstellungen ist aber der Haken gesetzt. Ich bitte sie um eine schnelle Lösung. Freundliche Grüsse David Feierabend [1] http://praxistipps.chip.de/windows-updates-installieren_29639,closed successful,App: beook 5.4.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-23 08:35:55 MESZ | Last install: | Application starts: 17 | Unique Device : ca371253add0f3a9d54d2b9b519ac341 | 
2018091363000080,Fehler in der App,SVBA,3,Leider öffnet sich das Editor Programm nicht beim maus doppelklick bei den Einstellungen ist aber der Haken gesetzt. Ich bitte sie um eine schnelle Lösung.,closed successful,App: beook 5.4.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-23 08:35:55 MESZ | Last install: | Application starts: 17 | Unique Device : ca371253add0f3a9d54d2b9b519ac341 | 
2018091363000070,Fehler in der App,SVBA,1,  Besten Dank für Ihre Support-Anfrage. Microsoft Windows hat erneut im Mai/Juni 2018 mit einem Betriebssystem-Update einen Fehler ins System eingebracht. Dieser führt dazu dass der Rechtsklick auf Bilder und Text wie auch der Doppelklick auf Bildern zum Öffnen in Vorschau/Editor nicht mehr funktionieren. Mit dem neusten Windows-Update vom Juli wurde dieses Problem wieder behoben. Führen Sie deshalb die neusten Windows-Betriebssystem-Updates aus und starten Sie danach das Gerät und beook erneut. Es kann sein dass Sie Ihren PC nochmals neu booten müssen und erneut auf Windows Updates prüfen müssen da gewisse Updates inkrementell erscheinen. Wichtig ist auch nach dem Update nochmals zu booten. Eine praktische Anleitung zum Update für Ihr Windows finden Sie hier: [1]http://praxistipps.chip.de/windows-updates-installieren_29639 Freundliche Grüsse Frank Flück ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  13/09/2018 09:36 - xxx@xxx.xx wrote: Bilder der Dokumente kann man nicht offnen und bearbeiten. softwarstand ist 5.4.3 [1] http://praxistipps.chip.de/windows-updates-installieren_29639,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-23 08:53:21 MESZ | Last install: 2018-08-30 11:10:56 MESZ | Application starts: 20 | Unique Device : 445fff1c83ea480368271202ec70d8fd | 
2018091363000070,Fehler in der App,SVBA,3,Bilder der Dokumente kann man nicht offnen und bearbeiten. softwarstand ist 5.4.3,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-23 08:53:21 MESZ | Last install: 2018-08-30 11:10:56 MESZ | Application starts: 20 | Unique Device : 445fff1c83ea480368271202ec70d8fd | 
