ticket,type,client,issuer,inquiry,state,meta,answer
2018102663000060,Anmeldung / Aktivierung,BEOOK,3,ich habe ein problem mit der anmeldung in das beook weil es mein benutzername  e-mail: xxx@xxx.xx nicht erkennt. zudem schicke ich ihnen hier meine aktivierungscodes die ich gekauft habe die ich jedoch gerade nicht benutzen kann. danke für ihre zeit und das sie dieses problem schnell lösen können. aktivierungscodes: swwu-yca3-yjp7 zdp9-htry-fqp8 vjdq-uuun-ye7e jb3y-cunc-26v8 w5to-hwjx-g293 sa7d-rkew-n8t6 mit freundlichen grüssen,closed successful,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2016-03-16 14:19:51 MEZ | Last install: 2018-10-26 08:26:20 MESZ | Application starts: 45 | Unique Device : 8e093f760a686baa627643087ac7f089 | ,Anmeldung mit falscher E-Mail
2018102663000010,Fehler in der App,SVBA,3,mit einer det das umschalten von testaufgaben zu arbeitsheft funktioniert nicht.,closed successful,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-25 11:11:17 MESZ | Last install: 2018-10-24 19:30:28 MESZ | Application starts: 13 | Unique Device : 50c82917c46cd0ba1ce3959b1dfd6c90 | ,RICHM: Anleitung Anmeldung
2018102563000070,Fehler in der App,AGVS,3,ich habe mal ein beook gehabt und jetzt ist es weg wenn ich in beook reingehe ist alles weg es kommen solche andere bücher und ich würde mich freuen wenn sie es zurückstellen könnten,closed_waiting_for_reply,App: beook 5.4.7 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-23 13:33:48 MESZ | Last install: 2018-10-25 17:02:44 MESZ | Application starts: 15 | Unique Device : 226eb94fc370c68787bb67f7a97cb279 | ,"Coupon angeben, der nicht funktionieren soll"
2018102463000070,Anmeldung / Aktivierung,IONESOFT,3,trotz einer neuinstallation werden nivht alle kapitel des e-books dargetsellt. was soll ich tun? freundliche grüsse,closed successful,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-06 10:33:36 MESZ | Last install: 2018-10-24 10:54:25 MESZ | Application starts: 93 | Unique Device : 90247c837e98a71c216274d272b00a7a | ,RICHM: Anleitung Anmeldung
2018102463000040,Geräteanzahl überschritten,DIHK,3,iphone 8 bitte entfernen,closed successful,App: IHK lernen mobil 5.2.0 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-16 06:06:06 MESZ | Last install: | Application starts: 8 | Unique Device : 90743ed108b910c5fb966fa85e02dc55 | ,"Gerät entfernt, neu starten"
2018102263000140,Anmeldung / Aktivierung,BEOOK_GTX,3,ich kann mich nicht mehr anmelden. mit meiner email der schule:\xxx@xxx.xx passwort: uaweca772+*t // aktivierungscod: 9ohn-2zt4-bz37 könnten sie mir bitte sagen mit welcher email ich mich anmelden muss??!!!!!!! und mein altes passwort aktivierungscod zurück setzen + ein neues senden. damit alles nacher wieder so funktioniert wie vorher,closed_app_misuse,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-20 15:33:15 MESZ | Last install: 2018-10-15 12:40:50 MESZ | Application starts: 48 | Unique Device : 6c7c8f4d90cccd1c27c053e75c496406 | ,Benutzername angepasst
2018102263000090,Geräteanzahl überschritten,hep,3,ich habe die neuste version von elehrmittel heruntergeladen und seitdem habe ich probleme mit der darstellung. da ich immer das gleiche gerät benütze kann es wohl nicht sein dass ich die geräteanzahl überschritten habe. es ist ziemlich mühsam sich mit dieser lizenzgeschichte rumzuschlagen. danke für die zügige berabeitung diese problems freundliche grüsse,closed_max_devices,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-06-14 14:39:00 MESZ | Last install: 2018-10-10 15:04:07 MESZ | Application starts: 41 | Unique Device : fb3d382fc914e1d75979681a3f373318 | ,"Gerät entfernt, neu starten"
2018102263000010,Geräteanzahl überschritten,VSRT-BBZ,3,ich habe anscheinend die gerätezahl überschritten ob woll ich auf meinen alten pc das beook gelöscht habe ich brauche es dringend da ich in der schule damit arbeite mit freundlichen grüssen,closed successful,App: beook 5.4.7 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-15 07:35:56 MESZ | Last install: | Application starts: 12 | Unique Device : 1f4d4786b005b05e0b82cad41a4dbb3f | ,"Gerät entfernt, neu starten"
2018101963000090,Fehler in der App,DIHK,3,habe auf meinem anderen gerät smartphonefotos in ein skript eingefügt und der cloud zugänglich gemacht. alles soweit super aber auf diesem gerät tab werden die bilder nicht angezeigt. synchronisation wurde ausgeführt. synchronisation fehlerhaft? was ist das erwartete resultat? um die funktion des einfügens von aufschrieben ect. richtig nutzen zu können müsste ich diese mit meinem smartphone abfotografieren und einfügen können. nutzen bzw lesen möchte ich aber mit diesem tab kamera nutzlos finde diese app nur mit dieser funktion sehr nützlich und hoffe es gibt hierfür eine lösung. vielen dank im voraus.,closed_app_misuse,App: IHK Lernen mobil 5.2.0 | Model: 4 cores | Platform: x86_64 | System Name: Linux | System Version: 3.14.55-x86_64-ge28cea3 | First install: 2018-03-23 10:27:42 MEZ | Last install: 2018-07-02 10:43:04 MESZ | Application starts: 50 | Unique Device : c20f7489516abb30814a458cd57f356b | ,beook Cloud synchronisieren
2018101963000020,Fehler in der App,SVBA,3,mein editor öffnet sich manchmal eifach nicht? gibt es da eine lösung?,closed_waiting_for_reply,App: beook 5.4.7 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-07-22 20:14:32 MESZ | Last install: 2018-10-18 20:12:42 MESZ | Application starts: 30 | Unique Device : a0b509d15e291ca8483d22bab3ac61f4 | ,Fehlerbericht senden
2018101863000150,Geräteanzahl überschritten,COMPENDIO,3,entfernen sie bitte die lizensen auf allen geräten ich installiere es nacher wieder auf den richtigen geräten. buch statistik,closed_max_devices,App: beook 5.4.7 | Model: 8 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.14 | First install: 2018-10-13 13:49:57 MESZ | Last install: | Application starts: 5 | Unique Device : 12db747930a13d06f03f9c8f89c20b9d | ,"Gerät entfernt, neu starten"
2018101863000090,Fehler in der App,AGVS,3,guten tag ich habe das problem dass mein beook auf meinem laptop synchronisiert aber auf meinem mobiltelefon die synchronisation fehlgeschlagen ist und dies öfters mfg,closed_waiting_for_reply,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-03 13:12:06 MESZ | Last install: | Application starts: 17 | Unique Device : d90861beba5b471705ae48d4e597fb9a | ,beook Cloud synchronisieren
2018101863000010,Anmeldung / Aktivierung,AGVS,3,nach dem ich das programm aktualisiert habe waren alle meine lizenzen weg nun komme ich in keines meiner beeoks rein. ich bedanke mich für ihre bemühungen freundliche grüsse,closed_max_devices,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-07 22:23:34 BST | Last install: 2018-10-14 19:38:30 MESZ | Application starts: 194 | Unique Device : 64c516b61345c90c67a10c105aecbf33 | ,"Gerät entfernt, neu starten"
2018101763000050,Fehler in der App,SVBA,3,ich habe die seiten 915 - 925 gelöst. anschliesend habe ich das beook auf den stand 5.4.7 aktuallisiert. nach dem update sind die diese seiten mein gelöster inhalt gelöst. dazu kann ich die bilder nicht mehr öffnen und bearbeiten.,closed_waiting_for_reply,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-06-14 09:00:44 MESZ | Last install: 2018-10-16 21:10:46 MESZ | Application starts: 12 | Unique Device : be3fdaa40aea477df8ae8fe5985a2484 | ,RICHM: Anleitung Anmeldung
2018101763000020,Anmeldung / Aktivierung,BEOOK,3,ich habe durch den absturz meines rechners sämtliche daten verloren und wurde aus dem beook programm rausgeworfen und habe meine anmeldedaten nicht mehr ich wollte sie fragen was ich unternehmen kann um meine daten des 1ten lehrjahres wiederzubekommen,closed successful,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-27 08:18:51 MESZ | Last install: | Application starts: 2 | Unique Device : 0d32236e794439d43cdb8e511060ec88 | ,beook: Neue Version installieren RCP
2018101663000090,Geräteanzahl überschritten,DIHK,3,mobiltelefon huawei p10 lite die app habe ich schon von dem handy gelöscht da ich mich auf 3 andren geräten anmelden möchte. besten dank. mit freundlichen grüßen pablo haas,closed_max_devices,App: IHK lernen mobil 5.2.0 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2018-10-13 09:08:58 MESZ | Last install: | Application starts: 6 | Unique Device : 9a3407888b6e67e9b66dd816ae50cc26 | ,"Gerät entfernt, neu starten"
2018101563000140,Anmeldung / Aktivierung,DIHK,3,bei mir funktioniert die anmeldung nicht weil passwort und e-mail und passwort nicht übereinstimmen aber wenn ich passwort vergessen anklicke und die e-mail eingebe wird diese nicht gefunden,closed_app_misuse,App: IHK Lernen mobil 5.2.0 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.4.0-12884729 | First install: 2018-10-15 12:47:59 MESZ | Last install: 2018-10-15 12:47:59 MESZ | Application starts: 2 | Unique Device : faf12a27d7eda006a309bba4715e7bed | ,Benutzername angepasst
2018101263000150,Geräteanzahl überschritten,Swissmem,3,mit freudlichen grüssen yohannnes andegergsh,closed_max_devices,App: Swissmem eBOOK 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-12 20:11:24 MESZ | Last install: | Application starts: 8 | Unique Device : 7a849bbb9347a30a9d6ff4b5e23be923 | ,"Gerät entfernt, neu starten"
2018101263000140,Anmeldung / Aktivierung,WINGS,3,ich möchte gerne meine hinterlegte mailadresse von xxx@xxx.xx auf xxx@xxx.xx ändern. mein nutzername ist . besten dank für die änderung. freundliche grüsse,closed successful,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-12-09 09:43:11 MEZ | Last install: 2018-10-12 20:38:45 MESZ | Application starts: 13 | Unique Device : 29dc4a3b72cf092be8a07a1747885901 | ,Benutzername angepasst
2018101263000120,Geräteanzahl überschritten,Swissmem,3,guten tag ich hatte in letzter zeit problehme mit meinem laptop und musste daher das programm mehrmals neu installieren. nun war der laptop bei der reparatur daher muss ich die bücher erneut instalieren. freundliche grüsse,closed_max_devices,App: Swissmem eBOOK 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-12 17:37:36 MESZ | Last install: 2018-10-12 17:46:09 MESZ | Application starts: 3 | Unique Device : 5a883e897bf8f85166677d7f5f1a9733 | ,"Gerät entfernt, neu starten"
2018101063000020,Fehler in der App,AGVS,3,ich arbeite in der schule an den ebooks gearbeitet und kann die ausgefüllten ebooks nicht auf mein handy übernehmen habe beides ausgeschaltet.,closed_waiting_for_reply,App: beook 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-19 13:26:21 MESZ | Last install: 2018-09-23 19:36:41 MESZ | Application starts: 35 | Unique Device : 3d06387451fad3de4b806534a7918e26 | ,beook Cloud synchronisieren
2018101063000010,Geräteanzahl überschritten,SVBA,3,ich kann auf meinem laptop keine bücher mehr herunter laden.,closed_max_devices,App: beook 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-04 12:45:20 MESZ | Last install: 2018-10-10 06:23:29 MESZ | Application starts: 4 | Unique Device : ea37bf82c2c79fc728d3cf7b6d346925 | ,"Gerät entfernt, neu starten"
2018100863000060,Anmeldung / Aktivierung,PHZH,3,mein paaswort lässt sich anscheinend nicht züruck setzen. ich erhalte das mail zur passwortzurücksetzung klicke auf den link und bekomme eine bestätigung dass das passwort geändert wurde neues passwort: 12345. der erneute loginversuch mit dem neuen passwort funktioniert aber nicht. überigens: wie lange darf das passwort sein und sind sonderzeichen erlaubt? mein ursprüngliche passwort war 23 zeichen lang und enthielt sonderzeichen. freundliche grüsse,closed successful,App: beook 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-29 11:14:54 MESZ | Last install: | Application starts: 8 | Unique Device : 374b41d38782ded6e1218e50f104806e | ,PHZH: Passwort wechseln
2018100863000050,Geräteanzahl überschritten,hep,3,ich wollte mein buch algebra für die berufsmaturität herunter laden und habe festgestellt das ich es nicht mehr herunterrladen kan. ich habe minen laptop berits 3 mal neu aufsezten müssen weshalb ich es mehrmals herunter geladen habe aber ich habe es nur einmal activ ich hoffe sie können mir helfen und eventuel die lizenz zurücksetzen,closed_max_devices,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-06 01:06:48 MESZ | Last install: | Application starts: 6 | Unique Device : 3e4a7ec59c04304705fe5e7b6f635c90 | ,"Gerät entfernt, neu starten"
2018100363000050,Fehler in der App,PHZH,3,ich bekomme jedes mal wenn ich ebook aufstarte eine email dass ich mein passwort ändern soll. danach kann ich mich aber ohne passwortänderung einloggen und sehe alle ebooks. aber downloaden kann ich keines davon. freundliche grüsse,closed successful,App: beook 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-01 09:50:35 MESZ | Last install: | Application starts: 7 | Unique Device : 19a13ef491c58f376bf0123aec931ca3 | ,"Abmelden, neu anmelden"
2018100363000040,Fehler in der App,SVBA,3,"beim abspielen von videos erscheint immer folgender fehler: \""dein browser erkennt zurzeit keines der verfügbaren videoformate. klicke hier um unsere häufig gestellten fragen zu html5-videos aufzurufen.\"" ",closed successful,App: beook 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-22 11:27:37 MESZ | Last install: 2018-09-24 15:43:01 MESZ | Application starts: 44 | Unique Device : 34edcf8d681e821a4da34e8757a72144 | ,"Videos werden nicht angezeigt, (Bug mit Version 5.4.7 behoben)"
2018100163000100,Fehler in der App,DIHK,3,sobald ich meine freigegebenen skripte wirtschaftsfachwirt downloade und öffnen möchte stürzt die app ab und ich kann sie nicht mehr starten nur neuinstallation hilft mit den demo skripten klappt alles. habe das nun bereits 20x gemacht und zwar auf einem android htc u11 bei ersatzhandy das gleiche. honor 8 bitte um lösung.,closed_waiting_for_reply,App: IHK Lernen mobil 5.2.0 | Model: 8 cores | Platform: aarch64 | System Name: Linux | System Version: 4.4.78-perf-g8c79f6d | First install: 2018-09-23 20:28:39 MESZ | Last install: 2018-09-23 20:28:39 MESZ | Application starts: 9 | Unique Device : c00d0f92b42805188ffe8a81c8b1a310 | ,"Danke für Hinweis, nächste Version behebt den Fehler"
2018100163000070,Anmeldung / Aktivierung,IONESOFT,3,ich habe das ebook gelöscht und wieder heruntergeladen. nun kann ich das kapite 5 noch immer nicht öffnen. vielen dank nando,closed_waiting_for_reply,App: beook 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-19 08:17:32 MESZ | Last install: 2018-09-24 13:34:26 MESZ | Application starts: 44 | Unique Device : 502797ecc5dc83cacd29ecc6093ab4d7 | ,RICHM: Anleitung Anmeldung
2018100163000040,Anmeldung / Aktivierung,SVBA,3," ich habe als lehrperson das \""problem\"" dass ein lernender heute das beook nicht öffnen kann. er arbeitet seit dem august 17 mit dem programm ohne dass es dabei zu grösseren problemen kam. pc ausschalten/neu starten haben wir bereits gemacht ohne verbesserung... sie können den lernenden auch direkt unter: \xxx@xxx.xx kontaktieren besten dank. freundliche grüsse martin egloff ",closed_waiting_for_reply,App: beook 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-11-24 15:34:39 MEZ | Last install: 2018-10-01 08:23:08 MESZ | Application starts: 64 | Unique Device : 8478239305a48d06a6221dce1ff16ba7 | ,beook: Neue Version installieren RCP
2018093063000030,Fehler in der App,SVBA,3,ich habe das problem dass ich bei meinem iphone 7 plus mit ios 12 die beook-cloud nicht richtig funktioniert. die app an sich funktioniert einwandfrei und alle ebooks sind vorhanden nur habe ich meine markierungen lesezeichen lösungen usw nicht. wenn ich die app starte dann steht drauf dass die synchronisation abgeschlossen wurde aber dies geschieht eben nicht. ich habe schon meine loggin daten überprüft und diese stimmen überein auch eine stabile internetverbindung ist vorhanden. freue mich auf eine antwort freundliche grüsse andré santos,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.4.6 | Jailbroken: No | Model: iPhone | Platform: iPhone94 | System Name: iOS | System Version: 12.0 | First install: 2018-09-18 20:48:18 MESZ | Application starts: 4 | Unique Device : 4bdcd3ed6928d2cd41d4690281336c1f | UI Type: Simple ? | ,"beook: RCP neu installieren, abmelden"
2018092963000020,Anmeldung / Aktivierung,RICHM,3," kann mich leider nicht mer anmelden troz mehrmaligem widerholen des anmeldeforgangs erscheint immer wieder die meldung \""passwort oder benutzername ungültig. könnten sie mir da bitte helfen. ",closed successful,App: beook 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-22 18:03:25 MESZ | Last install: 2018-09-23 10:51:32 MESZ | Application starts: 13 | Unique Device : 7b2a65bf6eaced00c943026902caeeec | ,RICHM: Anmeldeprobleme - Reihenfolge
2018092663000140,Geräteanzahl überschritten,BEOOK,3,praxishandbücher vsw/agvs fehlermeldung: anzahl überschritten.....,closed_waiting_for_reply,App: beook 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-12 13:23:07 MESZ | Last install: 2018-09-24 12:57:24 MESZ | Application starts: 8 | Unique Device : 1ea788120a832e2c6b24aa8da5baa94a | ,"Gerät entfernt, neu starten"
2018092563000260,Geräteanzahl überschritten,SVBA,3,ich musste den pc neu aufsetzen und nun ist die geräteanzahl überschritten. können sie bitte die geräte zurücksezten. vielen dank freundliche gürsse,closed_max_devices,App: beook 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-25 22:17:49 MESZ | Last install: | Application starts: 1 | Unique Device : 3caf1bfc2c18aa9a17de35820c79972c | ,"Gerät entfernt, neu starten"
2018092563000180,Geräteanzahl überschritten,SVBA,3,ich habe das problem das anscheinend meine geräteanzahl überschritten sei. dem ist aber nicht so. ich währe erfreut wenn sie dieses problem beheben könnten. vielen dank für ihre bemühungen. freundliche grüsse,closed_waiting_for_reply,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-05-15 14:12:38 MESZ | Last install: 2018-08-28 09:08:41 MESZ | Application starts: 29 | Unique Device : 4d148f5003556d022589af4c92364241 | ,"Gerät entfernt, neu starten"
2018092463000070,Geräteanzahl überschritten,RICHM,3,bitte gerätezahl zurück setzen habe es nur auf diesem pc intalliert.,closed_max_devices,App: beook 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-22 18:03:25 MESZ | Last install: 2018-09-23 10:51:32 MESZ | Application starts: 8 | Unique Device : 7b2a65bf6eaced00c943026902caeeec | ,"Gerät entfernt, neu starten"
2018092063000200,Fehler in der App,SVBA,3,meine antworten werden teilweise gelöscht und teilweise nicht obwohl ich jedes mal das gleiche verfahren benutze um die app zu schliessen.,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-16 11:24:43 MESZ | Last install: 2018-08-29 18:29:13 MESZ | Application starts: 26 | Unique Device : 1b7c31deacefea5eb37a38fdc5f0e7dd | ,beook: Neue Version installieren RCP
2018092063000150,Geräteanzahl überschritten,BEOOK,3,ich habe folgendes problem. mein schul pc ist kapput gegangen und ich musste ihn wechseln. bei dem alten habe ich mich aus dem beook noch abmelden können. wenn ich mich jetzt bei dem neuen anmelden will kann ich das. jedoch kann ich keine bücher herunterladen die ich davor hatte. dann steht da geräteanzahl überschritten. konto daten e-mail: xxx@xxx.xx da ich die e-mail inzwischen geändert habe.habe ich die lizenz daten gerade nicht zur hand. ich kann die lizenz daten schon organieren über umwege falls das sein muss. gehe zur bbzg in die berufsschule konnte das beim anbieter aber nicht finden,closed_max_devices,App: beook 5.4.5 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-20 15:45:53 MESZ | Last install: | Application starts: 1 | Unique Device : 2fd1f3fa0f5059dc764fc88f273c6087 | ,"Gerät entfernt, neu starten"
2018091963000300,Fehler in der App,AGVS,3,mir ist es nicht möglich zeichnungen innerhalb der app zu öffnen. das problem besteht seit ca 3 tagen vor einer woche in der schule funktionierte es noch einwandfrei. ich habe es mit externen editoren und it dem sketchpad versucht. beides erfolglos.,closed successful,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-09-18 16:42:08 MESZ | Last install: 2018-09-13 10:22:30 MESZ | Application starts: 84 | Unique Device : bd8833277593c0831cf0bbdbf424ea7d | ,RICHM: Anleitung Anmeldung
2018091963000060,Geräteanzahl überschritten,SVBA,3,ich bin momentan in der schule und kann einige buecher nicht oeffnen da die geraeteanzahl ueberschritten worden sein soll. da ich jedoch nur auf meinem mac und iphone app die buecher habe und dies schon seit ein paar wochen funktioniert es trotzdem ploetzlich nicht mehr. bitte um hilfe und oder aufloesung des problems.,closed_max_devices,App: beook 5.4.3 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.6 | First install: 2018-08-13 20:39:37 MESZ | Last install: 2018-08-28 07:38:13 MESZ | Application starts: 19 | Unique Device : 853f655b4b8031cc9acfae2edfe83a90 | ,"Gerät entfernt, neu starten"
2018091863000300,Geräteanzahl überschritten,VELEDES,3," ich habe seit kurzem einen eigenen laptop. auf dem laptop meines bruders habe ich das lerhbuch deinstalliert und wollte es bei meinem laptop installieren. jetzt geht es nicht und es steht \""ger$teanzahl überschritten\"". wie kann ich vorgehen damit ich es installieren kann? gruss ",closed_max_devices,App: beook 5.4.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-16 13:13:01 MESZ | Last install: | Application starts: 5 | Unique Device : 5931b829c304799e94299367ebcce6be | ,"Gerät entfernt, neu starten"
2018091863000260,Fehler in der App,SVBA,3,meine ganzen texte die ich schreibe verschwinden nach dem ich beook neu starte. obwohl ich synchronisiere und vorher die kapittel wechsel.,closed successful,App: beook 5.4.3 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-06-27 07:58:05 MESZ | Last install: 2018-09-05 09:51:19 MESZ | Application starts: 14 | Unique Device : 48ead2f21b9e393c37feecde0eb9e244 | ,beook: Neue Version installieren RCP
2018091863000220,Anmeldung / Aktivierung,SVBA,3,bei meinem fachbuch technische mathematik ist die anzahl der geräte überschritten. können sie dieses buch bitte zurücksetzten damit ich es auf meinen laptop wieder installieren kann? alle anderen bücher funktionieren einwandfrei. besten dank und freundliche grüsse,closed_max_devices,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-26 16:53:27 MESZ | Last install: 2018-08-26 16:57:29 MESZ | Application starts: 7 | Unique Device : 5e58fe42ff15617f8997f707c418e71d | ,"Gerät entfernt, neu starten"
2018091863000020,Anmeldung / Aktivierung,RICHM,3,wir können uns bei ihnen mit dem richemont login nicht anmelden. dies nachdem wir bei richemont wegen dem ebook nachgefrat haben wieso wir nur das inhaltsverzeichnis sehen und ein jeues passwort bekommen haben. ich bin unter der nummer 0796063364 erreichbar um es für meine tochter zu lösen grüsse rene trösch,closed successful,App: beook 5.4.4 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.4.0-perf-gc14c2d5 | First install: 2018-09-16 16:04:56 MESZ | Last install: 2018-09-16 16:04:56 MESZ | Application starts: 2 | Unique Device : d94d6db03910f226e02a9a8bdd3acebc | ,RICHM: Anmeldeprobleme - Reihenfolge
2018091763000180,Geräteanzahl überschritten,hep,3,ich habe ca. 4x den selben computer angegeben. wäre es möglich dass sie mir alle computer aus dem profil löschen könnten. das ebook aber auf dem account lassen dann kann ich mich mit dem aktuellen computer wieder anmelden und so das buch wieder benutzen wenn möglich mit meinen bisherigen notizen.,closed_max_devices,App: eLehrmittel 5.4.4 | Model: 12 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.6 | First install: 2018-09-17 19:08:24 MESZ | Last install: | Application starts: 1 | Unique Device : ea19e906049d51203d3635100e793afd | ,"Gerät entfernt, neu starten"
2018091763000120,Anmeldung / Aktivierung,RICHM,3,ich habe das problem dass ich mich auf der beook app nicht mit den richemont daten anmelden kann aber auf der webseite funktioniert es. ist es möglich dass sie mir neue zugangsdaten schicken könnten ? ich würde mich über eine baldige rückmeldung freuen. liebe grüsse,closed successful,App: beook 5.4.5 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.6 | First install: 2018-09-17 11:13:06 MESZ | Last install: | Application starts: 3 | Unique Device : 3e6460a44b4d335ce777903ae94b9a4e | ,RICHM: Anmeldeprobleme - Reihenfolge
2018091663000110,Anmeldung / Aktivierung,RICHM,3,guten abend vielen dank für die rasche rückmeldung. ich habe versucht mich erneut anzumelden. es kommt jedoch nur die meldung dass mit dem benutzernamen emailadresse und dem passwort keine anmeldung vorgenommen werden kann. jedoch verwende ich das gerade erst angegebene passwort. beim versuch einer erneuten registrierung kommt die meldung dass das benutzerkonto bereits existiert. freundliche grüsse,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.4.4 | Jailbroken: No | Model: iPad | Platform: iPad63 | System Name: iOS | System Version: 11.4.1 | First install: 2018-09-16 19:21:21 MESZ | Application starts: 0 | Unique Device : d57e069713cfcff55846f02aaa6a5390 | UI Type: Extended | ,RICHM: Anleitung Anmeldung
2018091663000080,Anmeldung / Aktivierung,RICHM,3,login über die applikation nicht möglich. benutzername wird bei beook login nicht akzeptiert da dieser nicht existiere. dasselbe gilt für das richemont login.,closed_app_misuse,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-01-15 13:02:00 MEZ | Last install: 2018-09-15 20:32:31 MESZ | Application starts: 24 | Unique Device : 9d620bca8b9ee877015fcf89ea6b9ba5 | ,RICHM: Anleitung Anmeldung
2018091663000070,Anmeldung / Aktivierung,RICHM,3,bei der anmeldung kommt ständig die meldung dass ich mich nicht anmelden kann und ich bekomme eine email um das passwort zu ändern. meine angaben sind jedoch richtig. freundliche grüsse,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.4.4 | Jailbroken: No | Model: iPad | Platform: iPad63 | System Name: iOS | System Version: 11.4.1 | First install: 2018-09-16 19:21:21 MESZ | Application starts: 0 | Unique Device : d57e069713cfcff55846f02aaa6a5390 | UI Type: Extended | ,RICHM: Anleitung Anmeldung
2018091663000050,Anmeldung / Aktivierung,RICHM,3,ich habe eine aktivierungscode 60019e.01 der mir für das ebook grundlagenbuch bäckerei funktionieten sollte?? bitte um hilfe,closed successful,App: beook 5.4.4 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.4.0-perf-gc14c2d5 | First install: 2018-09-16 16:04:56 MESZ | Last install: 2018-09-16 16:04:56 MESZ | Application starts: 1 | Unique Device : d94d6db03910f226e02a9a8bdd3acebc | ,RICHM: Anleitung Anmeldung
