Ticket Nr.;Rating (1= sehr gut, 2= mittel, 3=nicht brauchbar);Ticket type;Mandant;Ticket text;Status;Template
2018091263000186; ;Fehler in der App;SVBA; Ich habe beim PF 1 nur Testaufgaben und das Arbeitsheft erscheint nicht. Ich habe das Beook mehrmals deinstaliert und neu gestartet aber irgendwie erscheint es nicht. In allen anderen Bücher habe ich Testaufgaben und Arbeitsheft mit freuntlichen Grüssen ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018091263000168; ;Fehler in der App;SVBA; Screenshot Problem GIBGL ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018091263000141; ;Fehler in der App;SVBA;  ich habe vor 2 wochen eine seite ausgefüllt letzte woche war sie noch gespeichert und heute ist es gelöscht. ich wäre dankbar für eure Hilfe. ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018091263000097; ;Anmeldung / Aktivierung;Swissmem;Ist das Fachbuch Grundlagen der normgerechten Bemassung noch nicht verfügbar? Mir wurde mal mitgeteilt das dies KW33 zur Verfügung wäre. Lizenzschlüssel nqfx-7ww8-8c84;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018091163000321; ;Fehler in der App;hep; Wenn ich etwas suche sind die Suchergebnisse abgeschnitten und man kann es nicht lesen. Sie könnnen auf den nachfolgenden Link klicken um ein Screenshot davon zu sehen: https://gyazo.com/7dc6cf2e7c6463f8c7309c52634ffd0e ;closed_old_app_version;Mac: Enable Cookies
2018091163000241; ;Anmeldung / Aktivierung;ELMZ; Ich bin jetzt im 2. Lehrjahr und habe mir auch schon das neue Beook heruntergeladen. Das herunterladen funktionierte einbahnfrei. Alllerdings verlangt es jetzt die ganze Zeit ein Update und wenn ich das Update installiert habe und beook neu gestartet habe verlangt es wieder ein Update. Und ohne Update kann ich nichts anklicken. Ich hoffe sehr dass Sie mir weiterhelfen können. Danke ;closed successful;Grafikkarte schwarze Balken
2018091163000231; ;Fehler in der App;VEL; Wenn ich Bilder Doppelt anklicke offnet es sich nicht auf Inkscape. Auf der Seite 186GRL Elektronik kann ich die aufgaben nicht im Inkscape öffnen und somit keinen aufgaben lösen. ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018091163000222; ;Fehler in der App;BWZ;   Guten Tag Die Bedienung mit dem Stift ist sehr schlecht im Vergleich zur Software bei OneNote. Z.B. Punkte bei Multiplikationen und Divisionen gehen gar nicht. Leider ist das manuelle Zoomen z.B. in Notizzetteln auch nicht möglich was sehr wichtig wäre. Wenn man kleiner zoomt dann verschiebt sich die Schrift in die Bildmitte was auch schlecht ist denn wenn ich Notizen im Nachhinein kleiner haben möchte brauchen sie trotzdem eine grosse Bildfläche. Gibt es da Vorschläge in der Anwendung welche ich vielleicht noch nicht kenne? Besten Dank und freundliche Grüsse Kurt Zihlmann\ ;closed successful;Linux
2018091163000071; ;Fehler in der App;VSRT-BBZ;Wenn ich Das „Leuchtstift-tool“ minimieren möchte stürtzt respektiv wird das programm einfach schwarz.;closed successful;Floating Lizenz Geräte entfernt Konfiguration
2018091163000044; ;Geräteanzahl überschritten;Swissmem;Bitte Lizenz von diesem Gerät Entfernen Gerätename: NBZRH0402177 ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018091163000026; ;Geräteanzahl überschritten;BEOOK; Meine zwei ebooks öffnen sich nicht mehr. Es kommt eine Fehlermeldung und die Anzahl Geräte wären überschritten. Habe das ebook jedoch nur auf einem Gerät installiert.  ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018091163000017; ;Anmeldung / Aktivierung;hep;Guten Tag. Wir arbeiten in unserer Fachschaft mit dem E-Book Gesellschaft Ausgabe B. Das Theoriebuch wurde im Juli bereits automatisch auf die Version 2018 aktualisiert. Beim dazugehörigen Arbeitsbuch ist dies leider nicht der Fall. Eine Aktualisierung auf die 4. Ausgabe 2018 schein hier nicht möglich zu sein. Können Sie mir mitteilen weshalb dies so ist? Freundliche Grüsse R. Reinert;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018091063000279; ;Fehler in der App;PHZH;Die App für IOS ist voller Fehler und unübersichtlich gestaltet sagt sogar mein Freund welcher als Web-Designer arbeitet. Teilweise findet manKapitel nicht kann nicht unten scrollen wie jetzt beim schreiben dieser Anfrage!ich sehe den Text nicht mehr! Die Quizfragenkönnen nicht sngeklickt werden. Ich finde die App katastrophal und damit zu arbeiten einfach nur mühsa da ständig etwas nicht funktioniert.  ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018091063000199; ;Geräteanzahl überschritten;Swissmem; Gerätename: NBZRH0402177 ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018091063000171; ;Anmeldung / Aktivierung;AGVS; Ich habe ein neues Notebook gekauft und kann mich nun nicht mehr anmelden... Meine E-mail welche in Frage kommen sind: oder Ich wäre Ihnen sehr dankbar wenn sie mit weiterhelfen können wie ich wieder mit dem beeok weiterarbeiten kann. Mit Freundlichen Grüssen Nicolas Frei    ;closed successful;Linux
2018091063000135; ;Geräteanzahl überschritten;PHZH;Bei der ersten Anmeldung Montag 10. September wurde bei mir bereits angezeigt ich hätte die Geräteanzahl überschritten. Was kann ich tun?;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018091063000117; ;Anmeldung / Aktivierung;BEOOK;   Ich kann mich nicht einloggen obwohl ich mich in zwei Geräten einloggen kann. Klappt’s nicht. Ich kann nicht nicht einmal einfach so normal einloggen. Ich brauche Hilfe. ;closed successful;Floating Lizenz Geräte entfernt Konfiguration
2018091063000108; ;Geräteanzahl überschritten;RICHM;Ich habe das ebook auf keinem Gerät heruntergeladen aber es zeigt an das die Geräte anzahl überschritten ist.;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018091063000046; ;Anmeldung / Aktivierung;RICHM;Grundlagenbuch und Fachblatt18 geht nicht zum instaliren;closed_license_error;Mac: Access Denied -> Cookies Virenscanner
2018091063000037; ;Fehler in der App;SVBA; Momentan kann ich während der Arbeit mit beook die Bilder nicht öffnen nicht mit Doppelklick oder rechter Maustaste. Ich würde mich freuen wenn sie den Fehler versuchen zu beheben. ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018090963000101; ;Geräteanzahl überschritten;PHZH; Samsung natel i pad  ich hab es auf meinem samsung natel und i pad versucht konnte aber die app nicht runterladen. ich weiss somit nicht wirklich welche geräte betroffen sind. ich möchte es gerne auf meinem i mac computer gebrauchen. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090763000196; ;Geräteanzahl überschritten;RICHM;Mein Gerät ist abgestützt und dadurch wurde die Festplatte gelöscht. Jetzt kann ich meine Bücher nicht mehr herunterladen oder nur teilweise.;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018090763000151; ;Fehler in der App;BWZ;Manchmal wen man aus der App geht löscht es Inhalte die ich persönlich geschrieben habe.;closed_waiting_for_reply;Linux
2018090763000114; ;Geräteanzahl überschritten;AGVS; Aufgrund einer neuen EDV Anlage habe ich bei einer Neuinstallation die entsprechende Meldung erhalten. Nur bei den beook Schulungsunterlagen da ich offensichtlich ansonsten noch genügend freie Lizenzen hatte Besten Dank im Voraus für Ihre Mühe. Freundliche Grüsse ;closed successful;Linux
2018090763000105; ;Fehler in der App;hep; Ich hatte ihnen gestern eine email gesendet weil meine Bilder in den Büchern nicht geladen werden können. Sie hatte mir bereits dabei geholfen die App neue zu instalieren. und mich jetzt gebeten nochmals eine support zu schreiben. Was kann ich tun das meine Bilder und meine alles klar fragen wieder richtig geöffnet werden können? Liebe Grüsse Anita Maibach ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018090763000089; ;Geräteanzahl überschritten;IONESOFT; Beim Instalieren hat alles funktioniert. Nach Eingabe des Aktivierungcode wurde Geräteanzahl überschritten obwohl noch nie ein Gerät ausgestattet wurde. mit freundlichem Gruss ;closed successful;Mac: Enable Cookies
2018090763000061; ;Fehler in der App;VELEDES;test wurde nicht übermittelt pbwohl grün stand erfolgreich übermittelt. tablet 82;closed unsuccessful;Coupon einlösen Produkte nicht vorhanden
2018090763000052; ;Anmeldung / Aktivierung;hep; Ich kann mich nicht Anmelden auch mit neuem Passwort funktioniert es nicht.  ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018090763000025; ;Anmeldung / Aktivierung;VELEDES; Ich kann nicht mein buch einlösen mein Zugangscode lautet: na25-nvfd-9zx4 vielen dank für ihre Hilfe Freundlilche Grüsse ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018090763000016; ;Anmeldung / Aktivierung;SVBA;" Ich habe mir im SVBA Shop Aktivierungscodes bestel das hat auch gut Funktioniert bis auf das dass ich einen der drei codes nicht Aktiviren kann in meinem beook Account. Wenn ich denn code eingebe wird der code als ungültig bezeichnet. Der code ist für die \""Technische Mathematik\"" Code: rd3r-t92m-h83e Freundliche Grüsse ";closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018090663000223; ;Geräteanzahl überschritten;RICHM;ich kann die bücher nicht herunterladen ;closed_license_error;Mac: Access Denied -> Cookies Virenscanner
2018090663000198; ;Anmeldung / Aktivierung;SVBA; An unserer Schule haben die E-Mail-Adressen geändert. Ich will die gerne ändern. E-Mail alt: E-Mail neu: Danke für Ihre Hilfe. Freundliche Grüsse ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090663000189; ;Anmeldung / Aktivierung;RICHM; Guten Tag kann die Ebooks für meine Tochter nicht aktivieren instalieren obwohl sie bereit dazu sind. meldung Anmeldung fehlgeschlagen und Registrierung fehlgeschlagen. der Anfängliche Aktivierungscode war F18KHsM5Qd. danke für ihre Hilfe! Freundliche Grüsse Bianca & Chiara Lang ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090663000134; ;Geräteanzahl überschritten;VSRT-BBZ;ich möchtr die lizenz von meinem iphone deaktivieren ;closed_max_devices;Floating Lizenz Geräte entfernt Konfiguration
2018090663000107; ;Geräteanzahl überschritten;RICHM;Habe mich erst jetzt angemeldet da die Geräteanzahl überschritten ist deswegen kann ich es nicht Installieren. Können sie mir weiterhelfen damit ich es Installieren kann? Danke für ihr Verständnis. Freundlichee grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090663000091; ;Geräteanzahl überschritten;RICHM;Habe mich erst jetzt angemeldet da die Geräteanzahl überschritten ist deswegen kann ich es nicht installieren. Können Sie mir bitte weiter helfen? Danke für Ihr Verstäntnis. Freundliche Grüsse Ivana Inderbitzin ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090663000081; ;Geräteanzahl überschritten;RICHM;Ich habe das Beook zu aller ersten mal herunter geladen jedoch zeigt es mir an das alle Lehrmittel mit der geräte anzahl überschritten wurde. Könnten sie mir helfen. ich freue mich über eine Baldige Antwort Mit freuntlichen grüssen ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090563000494; ;Fehler in der App;SVBA;" Beim Update auf 5.4.3 erhalte ich eine Fehlermeldung \""an error occurred while uninstalling\"". Nach dem ok wird das Fenster geschlossen und ein Update ist nicht möglich. Freundliche Grüsse ";closed_app_misuse;Coupon einlösen Produkte nicht vorhanden
2018090563000485; ;Fehler in der App;SVBA; Ich habe Ihre Anleitung schritt für schritt Verfolgt jedoch brachte das ganze löschen der Bücher und Dateien nichts!! Sobald ich ein Kappitel wechsle und danach die App Schliesse und erneut Starte sind alle meine geschriebenen Daten wider gelöscht. Ich kann sogar manuel synchronisieren und es Pasiert nichts. Ich hoffe Sie finden den Fehler bald. Fruendliche Grüsse ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018090563000467; ;Geräteanzahl überschritten;hep; Die Darstellung vom DHF Buch ist irgendwie verstellt. Ich habe probiert das Buch zu löschen damit ich es neu runterladen kann aber ich kann es nicht löchen. Es kommt eine Meldung: ¨Löschen nicht möglich Es wurden keine eLehrmittel und Kapitel gelöscht. Kontrollieren Sie Ihre Auswahl und ob die gewählten Titel überhaupt installiert sind.¨ Und es steht dass die Geräteanzahl überschritten wurde. Vielen dank für Ihre Hilfe! Freundliche Grüsse ;closed successful;Mac: Enable Cookies
2018090563000449; ;Anmeldung / Aktivierung;RICHM; danke für die hilfe. ich konnte mich anmelden und das grundlagenbuch herunterladen. weitere fragen zu meinem account 1. wie habe ich zugriff zu betriebswirtschaft/fachrechen resultate 2. wie komme ich zum richemont fachblatt download. freundliche grüsse rené fäh ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018090563000412; ;Fehler in der App;SVBA;Zeitweilig werden die werte die eingeschrieben wurden nicht gespeichert. auch wenn ich alles synchronisiert habe und beook sauber runtergefahren habe.;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018090563000314; ;Anmeldung / Aktivierung;Swissmem; Hallo Swissmem Team Ich hab meinem E-Mail falsch geschrieben und kann dies nicht ändern ich habe auch einen anderen Acc. eingerichten der richtig sein soll dies lautet: . ich möchte gerne das es auf meinen richtigen E-mail geht falls ich irgendwas fallsch mache es wieder zurück setzen könnte und das meine E-Book auf den richtigen ort landet. falls sie damit fragen ob ich der Betroffenden Person bin können sie mich unter 079 303 21 69 ereichen und falls sie fertig sind geben sie mir bitte einen Mail ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090563000252; ;Anmeldung / Aktivierung;SFF; Mein Problem! Ich habe zwei verschiedene Konten eröffnet aus versehen und kann diese nicht zusammenführen. Könnten Sie das für mich bitte zusammenführen? Auf die folgende Adresse: \ Damit ich das Rechnen RE unter und Fachkunde FB unter der gleichen Adresse öffnen kann. Das FB Fachbuch ist auf der Adresse installiert. Wenn Sie das Passwort auch brauchen: Kirchweg8 Besten Dank ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090563000234; ;Fehler in der App;SVBA;  Manchmal werden meine Geschriebenen Texte nicht gespeichert obschon ich beook vor dem Beenden Synchronisiert habe. Es ist schon ein paar mal vorgekommen ich hoffe Ihr könnt dagegen etwas unternehmen. ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090563000225; ;Fehler in der App;BEOOK;Wenn ich mehrere der Klasse meine Lösungen eintrage und am Schluss das ganze noch synchronisiere sind beim nächsten Aufstarten die Einträge nicht mehr vorhanden. Bsp. GRL Maschinenelemente S. 50 Danke im Voraus für die Rückmeldung.;closed_waiting_for_reply;Anmeldung - Hinweise für Aktivierung
2018090563000216; ;Fehler in der App;SVBA; Ich habe ein porblem mit Beeok zeitweise löscht es mir sachen die ich gelöst habe obwohl ich auf app synchronisieren gehe und warte bis es synchronisiert ist. Danach schliesse ich beeok und warte bis es richtig Heruntergefahre ist. wenn ch dann Beook wieder starte ist alles weg! Heute habe ich im Unterricht die Seiten 50 -53 In den Grundlagen gemacht und als ich Nach der Pause zurück gekommen bin War alles weg. Ich Hoffe das Sie mir mit diesem Problem helfen können Mit freundlichen grüssen ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090563000207; ;Fehler in der App;SVBA;Nach dem Update werden nicht mehr alle eingegebenen Sachen übernommen. Trotz synchronisation. Oft wird das geschrieben erst angezeigt wenn was neues eingegebn wird.;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090563000154; ;Anmeldung / Aktivierung;hep;Leider kann ich mich nicht einlogen bei e lernmittel. Das Passwort habe ich mehrmals zurück gesetzt. Auf der webseite kann ich mich einlogen. Können sie mir hellfen ;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2018090563000092; ;Fehler in der App;SVBA;" Probleme siehe vermerk \""Steinman GIBGL\"" ";closed successful;Coupon einlösen Produkte nicht vorhanden
2018090563000083; ;Fehler in der App;SVBA; Problemanfrage siehe GIBGL F. Steinmann Ich habe neulich eine Seite ausgefüllt und einen Tag später öffne ich die App erneut und alles war weg. Bitte dieses Problem beheben. ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090563000074; ;Fehler in der App;SVBA; Probleme siehe *Steinmann GIBL* ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090563000065; ;Fehler in der App;SVBA; Problem Anfrage: siehe Steinmann GIBGL ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090563000047; ;Fehler in der App;SVBA;" Die Klasse AM17 GIBGL klagt immer wieder über Synchronisationsprobleme. Diverse Lernende haben bereits Support-Anfragen gemacht und auch unser Informatiker ist betreffend Schulnetz angefragt worden. Die Klasse ist schon im 2. Jahr mit beook unterwegs. Konkreter Fall: 5 von 7 Lernenden haben im Buch FW Lenkgeometrische Grössen S 775/776 die schriftlichen Lösungen verloren. Die Aufgabe wurde am 29.08.2019 in der Schule begonnen und zu Hause waren die Lösungen weg. Teilweise wurden die Aufgaben zu Hause nochmals gemacht und sind nun in der Schule weg. Die Zeichnungen in InkScape/internem Editor sind noch vorhanden. Heute haben wir es nochmals probiert die Lösunen sind nach dem Kapitelwechsel > schliessen > öffnen weg... Dies habe ich auch bei meinem eigenen Gerät festgestellt. Die Einstellungen wurden überprüft Synchronisation über beook Cloud bei Kapitelwechsel Die Lernenden welche Probleme haben werden Ihnen nun ebenfalls eine Support-Anfrage stellen: Vermerk: \""Steinmann GIBGL\"" Ich hoffe dass dieses Problem möglichst bald behoben werden kann. Es ist sehr ärgerlich wenn Lösungen verloren gehen und ich begreife wenn die Lernenden dann frustriert sind und die Hausaufgaben nicht mehrere Male lösen wollen. Vielen Dank für Ihre Hilfe und freundliche Grüsse Fritz Steinmann GIBGL ";closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018090563000011; ;Anmeldung / Aktivierung;Swissmem;Beim Start der App erfolgt beim User mit der E-Mail: ;The Swissmem executabel launcher was unable to locate its \n; 
2018090463000281; ;Anmeldung / Aktivierung;RICHM;   Guten Abend Wir können das Fachblatt 2018 und die Grundlagen nicht Aktivieren Bzw. Laden Besten Dank für Ihre Unterstützung ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090463000263; ;Fehler in der App;IONESOFT;Sowohl auf dem iPad als auch auf dem iPhone: Im Kapitel 2.5 kann das Video nicht angeschaut werden. Nach dem Klick erscheint nur eine leere Seite. Im Kapitel 2.2 erscheint bei der Vertiefung Zeitreise auch nur eine leere Seite. ;closed successful;Mac: Enable Cookies
2018090463000245; ;Anmeldung / Aktivierung;RICHM; leider kann ich mich nicht mehr registrien obwohl ich bereits ein konto bei ihnen habe. bitte helfen sie mir weiter danke und freundliche grüsse rené fäh fachlehrer bäcker-konditoren BBZ IDM thun mönchstrasse 30 b ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090463000174; ;Anmeldung / Aktivierung;hep;Falls Sie ein Problem mit der Anmeldung oder dem Coupon Code haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Coupon Code an. 5919059190c9 ;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2018090463000138; ;Fehler in der App;PHZH;Ich habe gerade eine Anfrage aus dem Kanton Freiburg erhalten dass die H5P-Übungen Video und Zeitstrahl im LP21 Grundlagen Seite 2.2 und 2.5 nicht laufen - grauer Bildschirm. Das habe ich nun auch getestet und komme unter iOS zum selben Ergebnis. Auf MacOS ist alles in Ordnung. Ich werde Frau Aebischer ebenfalls noch bitten eine Supportanfragen aus der App zu senden. Liebe Grüsse Carola ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090463000101; ;Fehler in der App;FOMA;Alle Lückentexte verloren gegangen. Ich habe die Lücken ausgefüllt anschliessend ca. 15Minuten die Theorie durchgelesen. Anschliessend das Kapitel 2.1.3 ins 2.1.2 gewechselt und wider zurück! Dann waren die Inhalte verloren! Ohne Update oder ähnlich dazwischen;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018090463000094; ;Fehler in der App;hep;Ich habe die 4. Auflage der Baukonstruktion aktualisiert und seit dem wird das Kapitel Flachdächer nicht geöffnet. Das passiert nur bei diesem Kapitel;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090463000067; ;Anmeldung / Aktivierung;hep;Guten Tag ich habe zirka vor einem Jahr diese Coupon gekauft von den Gesellschaft Ausgabe C und Gesselschaft Ausgabe C das Graue und Grüne Buch aber in Ebooks aufjedenfall sieht es so aus als häte ich nur die Auszüge der Bücher gehabt. jetzt habe ich die Bücher gelöscht und dachte das ich es mit den Coupon-Code das wider runterladen kann aber das ist nicht der Fall da es heisst der Coupon-Code ist ungültig. Können sie mir da weiterhelfen? Die Coupon-Codes wären fbac758a51d und fc5c2af45d9c ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090463000049; ;Anmeldung / Aktivierung;hep; Ich habe evt. meine Coupons verloren können Sie mir per Mail neue Coupons zu senden.? Danke Freundliche Grüsse ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018090463000012; ;Geräteanzahl überschritten;VELEDES;Die sollten die Geräte seinwo man löschen müsste: Samsung Galaxy S6 HP Computer Ich danke ihnen. Mit freundlichen Grüssen ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018090363000256; ;Anmeldung / Aktivierung;Swissmem; Guten Tag Wie bereits Telefonisch erwähnt habe ich keinen Zugriff auf mein Swissmem Ebook Konto ich hoffe sie können mir weiterhelfen. Wie bereits mit ihrem Kollegen abgesprochen sende ich ihnen eine Mail damit sie meine E-Mail überprüfen können Nun zu meinem Problem ich habe keinen Zugriff obwohl die Mail in ihrem System vorhanden zu sein scheint damit meine ich sie wird nicht erkannt wenn ich mir ein Passwort zukommen lasse findet das System diese jedoch nicht. Ein anderes Problem ist mein Zugangscode der wurde bei einer Überschwemmung des BWZ Gebäudes komplett unkenntlich gemacht. Ich hoffe auf eine schnelle Antwort ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018090363000247; ;Fehler in der App;SVBA;Ich habe eine ganze Seite ausgefüllt. Einen Tag später öffne ich die App wieder und alles ist verschwunden. Bitte beheben!!;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018090363000238; ;Fehler in der App;hep;" Ich habe mein gekauftes Physikbuch registriert und möchte es nun als PDF in One Note importieren da ich dort auch andere Bücher und Lehrmittel gespeichert habe. Ich finde jedoch nirgens die Option \""als PDF exportieren\"". Wie exportiere ich das Buch in One Note am besten? Freundliche Grüsse Marius Zindel ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090363000229; ;Geräteanzahl überschritten;RICHM;ich kann alle bücher nicht herunterladen. es steht geräteanzahl überschriten und es ist ein roter punkt dabei.;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018090363000185; ;Anmeldung / Aktivierung;IONESOFT; Meine synchrinisierten Daten über beook-Cloud werden nicht im Lehrmittel angezeigt. Was soll ich tun? ;closed successful;Mac: Enable Cookies
2018090363000176; ;Fehler in der App;FOMA;Nachdem wir heute im Kapitel 2.1.3 alles ausgefüllt hatten anschliessend in den Übungen gearbeitet hatten sind jetzt die Lücken im Inhalt alle wieder weg! ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090363000112; ;Geräteanzahl überschritten;SVBA;Die Geräteanzahl bei meinem Technischem Mathematik Buch ist überschritten. ich habe mich auf keinem anderen Rechner angemeldet.;closed successful;Coupon einlösen Produkte nicht vorhanden
2018090363000087; ;Anmeldung / Aktivierung;hep;ich habe einen ungültigen hep code bekommen und brauche dringen einen neuen gütligen und hier muste ich eine alte mail adresse angeben bitte antwort auf meine aktuelle senden freundliche grüsse jose bacher ;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2018090363000051; ;Anmeldung / Aktivierung;hep;Falls Sie ein Problem mit der Anmeldung oder dem Coupon Code haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Coupon Code an. Coupon-Code geht nicht. Ich habe heute den Coupn Code erhalten von meine Lehrer 3e87356adf94 aber dieser Code ist ungültig.;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2018090363000032; ;Anmeldung / Aktivierung;hep; Als ich heute das Lehrmittel wieder geöffnet habe stand erneut dass ich den gesamten Auszug bereits genutzt habe. Es ist nun aber nicht die Gerätezahl überschritten sondern ich habe einfach nur den Auszug. Sie haben mir schon einmal vorgeschlagen Ticket#2018082963000138 meine Lizenz auf „floating“ zu stellen. Wäre das vielleicht noch eine Möglichkeit? Es wäre kein Problem mein Lehrmittel nicht mehr ohne Netzwerkverbindung nutzen zu können. Vielen Dank ;closed_old_app_version;Mac: Access Denied -> Cookies Virenscanner
2018090363000023; ;Anmeldung / Aktivierung;Swissmem; Das ist meinen allten cod 2xd2-2nfv-d8ed . ich habe Auflage 2018 bestellt aber habe die Auflage von 2013 bekommen. können sie mir weiterhilfen.  ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090263000089; ;Anmeldung / Aktivierung;Swissmem; Leider habe ich nicht die neuste Lizenz für das Prüfungsbuch Metall erhalten. Ich brauche zwingendst die neutste Version dieses Buches nämlich die 30. Auflage und nicht die 29. Die Lehrmittel habe ich Ende Juli bestellt und sollten daher aktuell sein. Darum bitte ich Sie die Lizenzen auszutauschen damit ich auf die 30. Auflage des Tabellenbuchs Metall zugreifen kann Freundliche Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090263000071; ;Fehler in der App;SVBA;Programm synchronisiert nicht wurde schon neu installiert. Vor dem Beeden muss synchronisiert werden dann das Kapitel gewechselt und erneut synchronisiert dann ist die Chance 50% das der Inhalt bleibt. ;closed_old_app_version;Coupon einlösen Produkte nicht vorhanden
2018090263000061; ;Anmeldung / Aktivierung;hep;" Leider ist es mir nicht möglich den Coupon-Code zu Aktivieren. Immer wenn ich denn Code eingebe kommt nach dem Laden eine Fehler meldung \""Der Coupon Code 582b1ae12efc konnte nich eingelöst werden. Geben sie bitte einen gültigen Coupon Code ein. Benutzer konnte nicht erstellt werden.\"" Wie kann ich das Problem beheben ? Freundliche Grüsse ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090263000052; ;Anmeldung / Aktivierung;hep;" Leider ist es mir nicht möglich den Coupon-Code zu Aktivieren. Immer wenn ich denn Code eingebe kommt nach dem Laden eine Fehler meldung \""Der Coupon Code 582b1ae12efc konnte nich eingelöst werden. Geben sie bitte einen gültigen Coupon Code ein. Benutzer konnte nicht erstellt werden.\"" Wie kann ich das Problem beheben ? Freundliche Grüsse ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090263000034; ;Anmeldung / Aktivierung;Swissmem; Ich habe das Rechenbuch Metall als eBOOK erworben und installiert. Es wurden aber nur die ersten 26 Seiten geladen. Gemäss ihrer Hotline habe ich das Buch wieder gelöscht und wollte es wieder installieren aber es kam die Meldung dass der Lizenzschlüssel falsch sei. Wie weiter?  ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018090263000025; ;Anmeldung / Aktivierung;hep;Falls Sie ein Problem mit der Anmeldung oder dem Coupon Code haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Coupon Code an. Mein Coupon Code funktionert nicht. Ich habe es mehrmals versucht und habe es richtig geshrieben. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018083163000133; ;Anmeldung / Aktivierung;hep;Ich konnte in der App meinen letzten Einkauf nicht sehen Grundkenntnisse Wirtschaft und Recht nach einmaligem abmelden kann ich mich nicht mehr in der App anmelden. Ich bitte möglicht rasch um Hilfe. Danke ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018083163000099; ;Fehler in der App;AGVS;   guten Tag ;closed_app_misuse;Linux
