name;text
Bildschirmfotos und neue Support-Anfrage senden;"Damit wir das Problem besser eingrenzen können bitten wir Sie um Ihre Mithilfe.<ol>	<li>Dokumentieren Sie bitte das Problem, indem Sie Bildschirm-Fotos erstellen, die den Zustand vor und nach dem Problem zeigen.</li>	<li>Notieren Sie die Zeit wann Sie jeweils die Screenshots erstellt haben.</li>	<li>Senden Sie danach bitte noch einmal eine neue Supportanfrage (so erhalten wir eine neue Protokoll-Datei). Sie können im Text auf diese Ticket-Nummer verweisen, indem Sie einfach die Nummer hineinkopieren</li>	<li>Sie erhalten danach eine Bestätigungsmeldung</li>	<li>Antworten Sie nun auf diese Meldung und senden uns bitte die zuvor erstellten Screenshots, jeweils mit der Angabe um welche Zeit Sie diese erstellt haben.</li></ol>So können wir versuchen das Problem zu analysieren und Ihnen eine Lösung zu bieten.<br /><br />Besten Dank."
Bildschirmfotos und neue Support-Anfrage senden (FR);"Bonjour<br />&nbsp;<br />Afin de mieux limiter le problème, nous vous demandons votre aide.<ol>	<li>Veuillez documenter le problème en créant des captures d'écran qui montrent l'état avant et après le problème.</li>	<li>Notez l'heure à laquelle vous avez pris les captures d'écran.</li>	<li>Veuillez nous envoyer une nouvelle demande de support (afin que nous recevions un nouveau fichier de protocole). Vous pouvez faire référence à ce numéro de ticket dans le texte en copiant simplement le numéro dans le texte.</li>	<li>Vous recevrez alors un message de confirmation.</li>	<li>Veuillez répondre à ce message et nous envoyer les captures d'écran précédemment créées, en indiquant l'heure à laquelle vous les avez créées.</li></ol><br />Nous pouvons donc essayer d'analyser le problème et vous proposer une solution.<br /><br />Je vous remercie beaucoup.<br /><br />&nbsp;"
Catalog Konfiguration geändert, App neu Starten;"Besten Dank für Ihre Rückmeldung. Wir konnten das Problem serverseitig lösen.<br /><br />Bitte starten Sie die App neu damit die neue Konfiguration geladen wird. Danach funktioniert alles wieder korrekt wie vorher.<br /><br />Hier eine Kurzanleitung wie Sie die App neu starten:<ul>	<li>Um die iPad App ganz zu schliessen drücken Sie zweimal nacheinander die Home Taste (runde Taste unten). Danach schieben Sie das Fenster zur Seite oder nach oben.</li>	<li>Bei der Android App drücken Sie auf die mittlere Taste und schieben auch das Fenster zur Seite oder nach unten.</li>	<li>Die PC und Mac Version können Sie normal schliessen und neu starten.</li></ul>"
Cloud Sync. Fehlende Annotation - Mehr Informationen;"Wir haben Ihre Support-Anfrage erhalten, besten Dank. Damit wir das Problem besser eingrenzen können bitten wir Sie um Ihre Mithilfe.<br /><br />Bitte versuchen Sie die obigen Fragen möglichst genau zu beantworten und verfahren Sie wie folgt:<ol>	<li>In welchem Kapitel tritt das Problem auf.</li>	<li>Wann haben Sie die Annotationen erstellt.</li>	<li>Wann sind die Annotationen verloren gegangen.</li>	<li>Haben Sie kürzlich das eBook aktualisiert?</li>	<li>Benutzen Sie ein weiteres Gerät mit demselben Account. Falls ja, senden Sie uns bitte auch von diesem Gerät aus eine Supportanfrage.</li></ol><p>So können wir versuchen das Problem zu analysieren und Ihnen eine Lösung zu bieten.<br /><br />Besten Dank.</p>"
Cloud, erstmalige Synchronisation abwarten;Nachdem Sie die Cloud erstmals eingeschaltet haben synchronisiert diese die Daten mit dem Gerät. Während diesem Zeitpunkt kann die App träger reagieren und den Anschein machen, als ob sie nicht reagiert.<br /><br />Warten Sie erstmals eine zeitlang bis die Notifikation kommt, dass die Synchronisation abgeschlossen ist. Danach wird die App wie gewollt rasch reagieren.
Cloud/Teilen: Sendungen Refresh;Danke für Ihre Support-Anfrage. Bitte lösen Sie eine Aktualisierung Ihrer erhaltenen Sendungen (Teilen-Funktion) aus. Dafür wählen Sie in der grauen Sidebar links das Symbol für die Teilen-Funtion aus (drei verbundene Kreise). Im Untermenü Sendungen (Ordner-Icon oben rechts), aktivieren Sie den Refresh-Pfeil oben rechts, damit alle bisher erhaltenen Inhalte nochmal neu von der Cloud in Ihren Inhalten platziert werden.<br /><br />Sollte dies, das von Ihnen beschriebene Problem nicht beheben, bitten wir Sie, nochmals eine Support-Anfrage abzuschicken.
Coupon angeben, der nicht funktionieren soll;"Könnten Sie uns den Coupon-Code nennen, der nicht funktioniert.<br /><br />Sie haben gegenwärtig die folgenden ebooks aktiviert:<br /><br /><br /><br />Sie können im Portal die freigeschalteten ebooks installieren. Sollte dies nicht gehen, so frischen Sie zuerst Ihr Benutzerkonto auf. Dazu klicken Sie auf Ihren Benutzernamen oben rechts im Portal, danach ""Konto und Lizenzen aktualisieren"". Wenn es danach immer noch nicht geht, melden Sie sich bitte noch einmal."
Coupon bereits eingelöst;"Ihr Aktivierungscode ist bereits für einen anderen Benutzer eingelöst.<br /><br />Aktivierungscode:<br />Benutzername:<br /><br />Falls dies Ihr Benutzer ist, so melden Sie sich bitte mit diesem Login in der beook App an. Sollten Sie Ihr Passwort nicht mehr kennen, dann können Sie es mit dem ""Passwort vergessen"" Link unterhalb des Anmeldeknopfs zurücksetzen.<br /><br />Sollte dies nicht Ihr Benutzername sein, dann melden Sie sich bitte beim Herausgeber wo Sie den Coupon erworben haben."
Coupon bereits eingelöst (FR);"Votre code d'activation a déjà été échangé contre un autre utilisateur.<br /><br />Code d'activation :<br />Nom d'utilisateur :<br /><br />Si c'est votre utilisateur, veuillez vous connecter à l'application beook avec ce login. Si vous ne connaissez plus votre mot de passe, vous pouvez le réinitialiser en cliquant sur le lien ""Mot de passe oublié"" sous le bouton de connexion.<br /><br />Si ce n'est pas votre nom d'utilisateur, veuillez contacter l'éditeur où vous avez acheté le coupon.<br /><br />Salutations amicales<br />&nbsp;"
Coupon einlösen, Produkte nicht vorhanden;Aktuell haben Sie folgende Lizenzen auf Ihrem Konto eingelöst:<br /><br /><br /><br />Weitere Lizenzen sind nicht vorhanden. Bitte geben Sie den erworbenden Coupon-Code/Aktivierungs-Code Ihrer fehlenden ebooks nochmals ein, damit die vermissten Lizenzen aktiviert werden.<br /><br />Sollte die Aktivierung dieses Coupon-Codes nicht funktionieren, so nennen Sie uns bitte den Code. Beachten Sie, bei der Eingabe auf eine korrekte Schreibweise, auch Gross-/Kleinbuchstaben sind wesentlich.<br /><br />Sollten Sie den Coupon-Code nicht mehr kennen, so wenden Sie sich an Ihren Anbieter wo Sie diesen erworben haben. Wir haben keine Möglichkeit diesen zu finden, da diese unpersönlich sind.
Danke für Hinweis, nächste Version behebt den Fehler;Vielen Dank für die Fehlermeldung. Wir haben das Problem analysiert und werden es mit der nächsten Version der App beheben.<br /><br />Diese sollte in den nächsten Wochen als Update erscheinen.<br /><br />In der Zwischenzeit bitten wir Sie um etwas Geduld und hoffen Sie können das Problem mit anderen Massnahmen umgehen. Falls Sie ein anderes Gerät mit einem anderen Betriebssystem zur Verfügung haben, dann könnten Sie Ihre Inhalte dort nutzen, mit der selben Lizenz. Melden Sie sich dazu einfach noch einmal mit den selben Anmeldedaten an und installieren Sie die Inhalte auf diesem Gerät.
Danke für Mithilfe, Problem behoben;"Besten Dank für die positive Rückmeldung. Da bin ich froh dass es nun geklappt hat.<br /><br />Ich danke für die Geduld und Ihre Unterstützung bei der Fehlersuche. Wir konnten damit ein Problem beheben das nun auch in der Zukunft für andere Benutzer gelöst sein wird.<br />&nbsp;"
Danke für positive Rückmeldung und dass es geklappt hat;"Besten Dank für die positive Rückmeldung. Gut hat es jetzt geklappt.&nbsp;<br /><br />Wir wünschen Ihnen weierhin viel Erfolg."
Danke für positive Rückmeldung und dass es geklappthat (FR);Merci beaucoup pour les commentaires positifs. Ça a bien marché maintenant. Nous vous souhaitons beaucoup de succès.<br /><br />Salutations amicales
Diagnose;"<span style=""font-family:helvetica,sans-serif; font-size:9.0pt"">Besten Dank für Ihr Feedback. Die App benötigt für die korrekte Funktion eine initiale Konfiguration. Diese wird von unserem Server geladen. Es kann vorkommen dass eine Firewall, ein Virenscanner oder ein Proxy Server die Verbindung zwischen der App und dem Server sperrt. Dazu gibt es eine Diagnose-Funktion in der App, welche Ihnen weitere Schritte zur Lösung des Problems ermöglicht.<br /><br />Führen Sie bitte die Diagnose-Funktion der App aus.&nbsp;Diese finden Sie in der Menü-Leiste unter Hilfe &gt; Diagnose.<br /><br />Es wird Ihnen ein Popup mit der entsprechenden Übersicht von technischen Prüfungen und deren Resultaten angezeigt. Versuchen Sie bitte die einzelnen Probleme mit den Hinweisen zu lösen. Unter Umständen benötigen Sie Hilfe von Ihrem Netzwerkbetreuer oder vom lokalen Support. Sie können auch versuchen in einem anderen Netzwerk die App erstmals zu initialisieren und die ebooks zu laden. Danach wird das Internet nicht mehr zwingend benötigt.<br /><br />Falls Sie nicht weiterkommen mit der Problemlösung, dann senden Sie uns bitte eine neue Support-Anfrage. So erhalten wir den Diagnose-Bericht mit den Log-Dateien, welche übermittelt werden.</span><br /><br />Ohne Ihre Rückmeldung gehen wir davon aus dass es nun funktioniert."
DIHK: Freischaltcode von Ihrer IHK;"Vielen Dank für Ihr Interesse an den digitalen Textbänden bzw. der App ""IHK Lernen mobil"". Die Aktivierungscodes für die digitalen Textbände erhalten Sie von Ihrer Industrie- und Handelskammer: Die Textbände sind, unabhängig davon, ob print oder digital, lehrgangsgebundene Produkte und nur über Ihre IHK oder mit Zustimmung Ihrer IHK bei unserem Dienstleister wbv zu beziehen. Bitte wenden Sie sich für den Bezug von Aktivierungscodes an Ihren Lehrgangsbetreuer von Ihrer IHK bzw. Ihrem IHK-Bildungszentrum.&nbsp;<br />&nbsp;"
ebook neu laden, fehlende Daten wegen Netz;"Besten Dank für Ihre Support-Anfrage.<br /><br />Ich habe in der Log-Datei gesehen dass ein Teil Ihres ebooks nicht geladen wurde. Vermutlich ist eine schlechte Netzwerkverbindung der Grund. Daher werden nun Teile des ebooks nicht dargestellt.<br /><br />Laden Sie das ebook nochmals neu. Dies können Sie mit diesen Schritten tun:<ol>	<li>Gehen Sie ins Portal der App, indem Sie auf das Haus-Symbol oben links drücken.</li>	<li>Sie sehen hier eine Liste ihrer installierten oder lizenzierten ebooks. Wählen Sie das gewünschte ebook in der Liste aus und klicken Sie auf die Zeile.</li>	<li>Es öffnet sich eine Detailansicht.</li>	<li>Sie können nun auf «Löschen» klicken. Ihre bereits gemachten Annotationen und Übungen werden so nicht gelöscht.</li>	<li>Nun klicken Sie wieder auf «Installieren».</li>	<li>Prüfen Sie nun ob alles in Ordnung ist, indem Sie auf das ebook in der Seitenleiste klicken.</li></ol>Achten Sie auf eine ausreichende Netzwerkverbindung, damit alle Inhalte in die App geladen werden können. Danach benötigen Sie keine Internetverbindung mehr für die Nutzung der App.<br /><br />Sollte es immer noch nicht klappen, dann senden Sie bitte nochmals eine neue Support-Anfrage, damit wir die Protokoll-Datei auswerten können und Ihnen weiter helfen können. Bitte senden Sie zudem einige Bildschirmfotos welche das Problem dokumentieren. Diese können Sie auf die Antwort des Bestätigungsmails übermitteln.<br />&nbsp;"
ebook neu laden, fehlende Daten wegen Netz (FR);"Merci pour votre demande de support.<br /><br />En examinant votre cas nous avons constaté que votre ebook n'était pas complètement téléchargé. Une cause d'erreur est souvent une connexion faible au réseau.<br /><br />Réessayez de télécharger l'ebook. Pour ceci exécutez les pas suivants:<ol>	<li>Accédez au portail de l'application avec un clic sur&nbsp;l'icône «maison» dans le coin supérieur à gauche.</li>	<li>Sélectionnez l'ebook concerné dans la liste.</li>	<li>Une vue «détail» s'ouvrira.</li>	<li>Cliquez sur le button «Supprimer».&nbsp;</li>	<li>Patientez jusqu'à la terminaison du procès de la désinstallation.&nbsp;Puis&nbsp;cliquez sur le button&nbsp;«Installer».</li>	<li>Vérifiez maintenant le contenu de l'ebook.</li></ol><br />Vérifiez la stabilité de votre connexion, pour que tous les contenus peuvent être téléchargés correctement. Suite à l'installation, un usage «offline» des ebooks est possible.<br /><br />En cas de problèmes récurrents, nous vous prions de nous envoyer une nouvelle demande de support. Ainsi nous recevons automatiquement un fichier log qui nous aidera à trouver le problème et donc nous permettra de le résoudre.<br />&nbsp;"
Editierbare Felder verloren bei Aktualisierung;"&nbsp;<br />Das ist natürlich ärgerlich wenn gewisse Daten verloren gegangen sind. Grundsätzlich sollte dies nicht geschehen. Es kann jedoch auf Grund einer Umstellung des Lehrmittels mit der Aktualisierung dazu kommen, dass gewisse Einträge anders oder an einem anderen Ort vorkommen und so nicht automatisch zugeordnet werden können.<br /><br />Sie können in der Annotationsspalte möglicherweise Ihre Einträge wieder vorfinden und könnten diese dann mittels Copy/Paste übertragen. Die Einträge können Sie so wie in dieser Beschreibung dargestellt anzeigen lassen<br /><br />https://beook.ch/cms/tiki-index.php?page=Annotationen+verwalten<br /><br />Wählen Sie dazu ""Editierbare Felder"" in der Liste der Filterkriterien aus.<br /><br />&nbsp;"
Email Antwort -> Support Anfrage Senden;"Vielen Dank für Ihre E-Mail. Bitte schicken Sie uns eine Support Anfrage aus der App damit wir die log-Datei analysieren können.<br /><br />Bitte gehen Sie wie folgt vor:<ol>	<li>Gehen Sie in das Portal der App. Dorthin gelangen Sie mit dem Symbol oben links (Haus).</li>	<li>Gehen Sie zu Feedback (Symbol Couvert).</li>	<li>Wählen Sie dort «Support-Anfrage senden»</li>	<li>Wählen Sie eine Fehlerart aus der Liste und tippen Sie Ihren Namen und Ihre E-Mail Adresse ein. In der Beschreibung geben Sie möglichst detailliert wieder was nicht korrekt funktioniert.</li>	<li>Danach tippen Sie auf «Senden».</li>	<li>Sie erhalten eine Bestätigung per E-Mail. Auf dieses E-Mail können Sie antworten und uns beispielsweise Screenshots des Problems zukommen lassen.</li></ol>Wir melden uns umgehend auf Ihren Bericht.<br />&nbsp;"
Erste Schritte;"Sie finden eine Kurzanleitung zu beook auf der Webseite zu beook unter diesem Link:<br /><br /><a href=""https://beook.ch/cms/tiki-index.php?page=Erste+Schritte"">beook - Erste Schritte</a><br /><br />Darin wird beschrieben wie Sie die beook App installieren, ein Benutzerkonto erstellen, einen Coupon aktivieren und Ihre Lehrmittel installieren können.<br /><br />Auf der Webseite finden Sie ausserdem zahlreiche Anleitungen, Artikel und Tipps zum Arbeiten mit beook.<br /><br />Für weitere Fragen können Sie sich gerne wieder mittels einer Support-Anfrage an uns wenden."
Erste Schritte (FR);"Vous pouvez trouver un guide rapide à réserver sur le site web de beook sous ce lien :<br /><br /><a href=""https://beook.ch/cms/tiki-index.php?page=Pour+commencer"">beook - Pour commencer</a><br /><br />Il décrit comment installer l'application beook, créer un compte utilisateur, activer un coupon et installer votre matériel pédagogique.<br /><br />Sur le site, vous trouverez également de nombreuses instructions, articles et conseils pour travailler avec beook.<br /><br />Si vous avez d'autres questions, n'hésitez pas à nous contacter à nouveau avec une demande d'assistance.<br />&nbsp;"
Erstmaliger Download der Daten abwarten;Beim erstmaligen Starten der App werden Daten wie Icons, Bilder, Konfigurationen und nach dem Einschalten der Cloud auch Ihre persönlichen Daten synchronisiert. Dies dauert eine gewisse Zeit. Warten Sie eine Weile, bis eine Notifikation erscheint dass dieser Vorgang abgeschlossen ist (gewöhnlich nach 1-2 Minuten).<br /><br />Falls in der App noch gewisse Icons nicht dargestellt werden, so starten Sie die nochmals neu.<br /><br />Sollte das Problem immer noch bestehen, so senden Sie bitte nochmals eine neue Support-Anfrage. Wir erhalten so eine neue Protokolldatei und können damit allfällige Probleme erkennen.
Falscher Benutzername;"Sie haben sich mit einem falschen Benutzernamen versucht anzumelden.<br /><br />Ihr bereits in der App registrierter Benutzername lautet wie folgt:<br /><br /><br /><br /><br />Bitte beachten Sie die korrekte Gross-/Kleinschreibweise.<br /><br />Sie müssen diesen nun auch in der App noch richtig setzen. Dazu gehen Sie wie folgt vor:<ol>	<li>Gehen Sie in der App ins Portal (Haus Symbol)</li>	<li>Klicken Sie oben rechts auf die Email Adresse oder Ihren Benutzernamen</li>	<li>Klicken Sie auf Abmelden</li>	<li>Wählen Sie die Option «Gerät abmelden» und bestätigen Sie dies mittels dem Knopf «Abmelden»</li>	<li>Nun können Sie sich mit ihren neuen Benutzernamen sowie Ihrem Passwort wieder anmelden.</li>	<li>Falls Sie Ihr Passwort nicht mehr kennen, dann nutzen Sie die «Passwort vergessen» Funktion unterhalb der Anmeldemaske.</li></ol>Wir gehen davon aus dass es so klappt. Ansonsten senden Sie bitte nochmals eine neue Support-Anfrage die wir umgehend beantworten werden.<br /><br />&nbsp;"
Fehlerbericht senden;"Wir haben Ihre Support-Anfrage erhalten. Damit wir das Problem näher untersuchen können benötigen wir mehr Informationen von Ihnen und der App. Diese können Sie uns mit einer Support-Anfrage zusenden. Dann können wir in der Log-Datei das Problem näher analysieren.<br /><br />Bitte gehen Sie wie folgt vor:<ol>	<li>Gehen Sie in das Portal der App. Dorthin gelangen Sie mit dem Symbol oben links (Haus).</li>	<li>Gehen Sie zu Feedback (Symbol Couvert).</li>	<li>Wählen Sie dort «Support-Anfrage senden»</li>	<li>Wählen Sie eine Fehlerart aus der Liste und tippen Sie Ihren Namen und Ihre E-Mail Adresse ein. In der Beschreibung geben Sie möglichst detailliert wieder was nicht korrekt funktioniert.</li>	<li>Danach tippen Sie auf «Senden».</li>	<li>Sie erhalten eine Bestätigung per E-Mail. Auf dieses E-Mail können Sie antworten und uns beispielsweise Screenshots des Problems zukommen lassen.</li></ol>Wir melden uns umgehend auf Ihren Bericht.<br />&nbsp;"
Fehlerbericht senden (FR);"<p><span style=""font-family:tahoma,geneva,sans-serif"">Bonjour,</span></p>Merci de contacter le support de beook. Pour résoudre le problème nous avons besoin de plus d'information de l'application. Nous vous prions de n<span style=""color:rgb(0, 0, 0); font-family:verdana"">ous signaler le problème à l’aide de ‘Feedback – Signaler un problème technique’.</span><br /><br />Voici la marche à suivre:<ol>	<li>Visitez&nbsp;le portail de l'application. Vous y arrivez en cliquant sur le symbol «Maison» en haut à gauche.</li>	<li>Cliquez sur le symbol «Enveloppe» qui vous amène sur une page «Feedback»</li>	<li>Cliquez sur le lien vert «Demande de support»</li>	<li>Sélectionnez le type d'erreur et transmettez nous votre nom avec un&nbsp;message et des&nbsp;détails supplémentaires du problème.</li>	<li>Cliquez sur «Envoyer». Ceci nous transmet votre message et un fichier «Log» de l'application, qui contient des informations utiles pour nous.</li>	<li>Vous allez recevoir un email de confirmation, et nous allons vous répondre avec les&nbsp;éléments nécessaires pour résoudre le problème.&nbsp;</li></ol><p><span style=""font-family:tahoma,geneva,sans-serif"">Meilleures salutations</span><br />&nbsp;</p>"
Floating License, Netzwerk erforderlich;"Ihre ebooks sind sogenannte ""Floating Device"" Lizenzen. Diese Lizenzart hat den Vorteil, dass Sie die ebooks auf beliebigen persönlichen Geräten nacheinander verwenden können, ohne dass die Anzahl Geräte überschritten wird. Die App registriert Ihr Gerät automatisch beim Aufstarten und deregistriert das Gerät wieder beim Schliessen der App. Jedoch wird dazu zwingend eine Netzwerkverbindung benötigt, damit dies möglich ist.<br /><br />Stellen Sie also sicher dass Ihr Gerät eine Internetverbindung aufweist wenn Sie die App starten. Das war wohl bei Ihnen der Grund dass Sie Ihre ebooks gesperrt waren.<br /><br />Sie können die automatische An- und Abmeldung auch unterbinden, wenn Sie zum Beispiel ein Gerät fortwährend verwenden möchten und beim Start und Stop kein Internet haben.<ol>	<li>Gehen Sie dazu in die Einstellungen der App. Die Einstellungen befinden sich im Portal (Haus-Symbol), oben rechts (Zahnrad-Symbol).</li>	<li>Dort finden Sie unter ""Allgemein"" bzw. ""ebooks"" die Option: «Lizenzen beim Programmstart und Beenden automatisch beziehen und freigeben»</li>	<li>Deaktivieren Sie diese Option damit Ihr Gerät fortwährend lizenziert bleibt.</li></ol><br />&nbsp;"
Floating Lizenz, Geräte entfernt, Konfiguration;"Die Geräte sind nun alle auf unserem Server ausgetragen. Beim nächsten Neustart der App werden Sie wieder automatisch angemeldet.<br /><br />Achten Sie darauf, dass Sie vor dem Ausschalten des Computers die App schliessen damit die Lizenz freigegeben wird. Sie benötigen dazu auch eine Netzwerkverbindung.<br /><br />Bitte stellen Sie ausserdem sicher, dass unter den Allgemeinen Einstellungen der Schalter ""Lizenzen automatisch beim Programmstart und Beenden beziehen und freigeben"" angewählt ist.<br />&nbsp;"
Freie Antwort;
Gerät entfernt, neu starten;Wir haben alle Ihre Geräte auf dem Lizenzserver ausgetragen. Sie können die App nochmals neu starten, dann wird Ihr Gerät automatisch wieder registriert.<br /><br />Bei allfälligen Problemen senden Sie bitte eine neue Support-Anfrage, damit wir die Protokoll-Datei prüfen können. Anderernfalls gehen wir davon aus dass sich Ihr Problem gelöst hat und schliessen das Ticket.
Gerät entfernt, neu starten (EN);We have unregistered all your devices on the license server. You can restart the app, and your device will automatically be registered again. Any installed ebooks will remain on any other device until you are reactivating the license on that device.<br /><br />If there are any problems, please send a new support request so that we can check the log file. Otherwise, we assume that your problem has solved and will close this ticket.
Gerät entfernt, neu starten (FR);Nous avons supprimé tous vos appareils sur le serveur de licence. Vous pouvez redémarrer l'application et votre appareil sera à nouveau enregistré automatiquement.<br /><br />Si vous rencontrez des problèmes, veuillez nous envoyer une nouvelle demande de support afin que nous puissions vérifier le fichier journal. Sinon, nous supposons que votre problème a été résolu et qu'il fermera le ticket.
Geräte Details;Danke für Ihre Support-Anfrage.<br /><br />Bitte geben Sie uns genauere Informationen zu Ihrem Gerät:<br />- Hersteller<br />- Modell<br />- Betriebssystem
Geräte entfernt, Apple;"Ich habe Ihr Geräte entfernt. Sie können Sich nun nochmals auf den gewünschten Geräten anmelden um diese zu aktivieren.<br /><br />Geben Sie dazu nur noch den Benutzernamen (E-Mail) und ihr gewähltes Passwort ein (ist möglicherweise noch gespeichert). Den Aktivierungscode brauchen Sie nicht wieder einzugeben.<br /><br /><span style=""font-family:tahoma,geneva,sans-serif""><span style=""font-size:12px"">Der Grund für diese Überschreitung ist eine unvorhergesehene Änderung seitens Apple. Wir haben diesen Fall nun in der App berücksichtigt, so dass dies bei einem weiteren Update der App nicht mehr vorkommen sollte.</span></span>"
Grafikkarte schwarze Balken;"<span style=""font-family:helvetica,sans-serif; font-size:9.0pt"">Bei diesem Fehler handelt es sich um einen Fehler im Grafikkartentreiber auf dem betroffenen Gerät. Wir erhielten schon Hinweise über dieses Problem bei anderen Kunden (mit schwarzen Fragementen) und es handelte sich um einen Hardwarefehler.<br />&nbsp;<br />Ich würde auf jeden Fall versuchen die entsprechenden Treiber zu aktualisieren, dies bringt allerdings nicht unbedingt eine Lösung. Die Softwarekomponente, auf welche wir hier zurückgreifen, wird ebenfalls regelmässig aktualisiert und eventuell tritt der Fehler nach einem zukünftigen Update nicht mehr auf. Softwaretechnisch sind uns aber die Hände gebunden – derartige Hardwarefehler können sich in unserer Software bemerkbar machen, wir können sie aber nicht bei uns beheben.<br /><br />Können Sie uns eventuell etwas genauere technische Details zu Ihrem Gerät liefern? Welches Betriebssystem benutzen Sie (bzw. welche Version), welche Grafikkarte haben Sie in Ihrem Gerät, welche Auflösung hat der Bildschirm, wie heisst das Gerätemodell und der Hersteller - alles was Sie in Erfahrung bringen können, damit wir das Problem eventuell eingrenzen können. </span>"
hep: eLehrmittel neu laden, wegen Netz;"Besten Dank für Ihre Support-Anfrage.<br /><br />Ich habe in der Log-Datei gesehen dass ein Teil Ihres eLehrmittels nicht geladen wurde. Vermutlich ist eine schlechte Netzwerkverbindung der Grund. Daher werden nun Teile des eLehrmittels nicht dargestellt.<br /><br />Laden Sie das eLehrmittels nochmals neu. Dies können Sie mit diesen Schritten tun:<ol>	<li>Gehen Sie ins Portal der App, indem Sie auf das Haus-Symbol oben links drücken.</li>	<li>Wählen Sie das eLehrmittel aus, indem Sie auf das Cover Bild klicken.</li>	<li>Sie können nun auf «Löschen» klicken. Bei der Frage ob der Inhalt Komplett gelöscht werden soll drücken Sie auf die Option «Löschen». So bleiben Ihre allfällig gemachten Anmerkungen und Übungen nach dem neuen Laden erhalten.</li>	<li>Nun klicken Sie wieder auf «Installieren».</li></ol>Achten Sie auf eine ausreichende Netzwerkverbindung, damit alle Inhalte in die App geladen werden können. Danach benötigen Sie keine Internetverbindung mehr für die Nutzung der App."
hep: eLehrmittel unvollständig geladen;"Besten Dank für Ihre Support-Anfrage.<br /><br />Wir haben in der Log-Datei gesehen dass ein Teil Ihres eLehrmittels nicht geladen wurde. Vermutlich ist eine schlechte Netzwerkverbindung der Grund. Daher werden nun Teile des eLehrmittels nicht dargestellt.<br /><br />Laden Sie das eLehrmittel nochmals neu. Dies können Sie mit diesen Schritten tun:<ol>	<li>Gehen Sie ins Portal der App, indem Sie auf das Haus-Symbol oben links drücken.</li>	<li>Sie sehen hier eine Liste ihrer installierten oder lizenzierten eLehrmittel. Wählen Sie das gewünschte eLehrmittel in der Liste aus und klicken Sie auf die Zeile oder das Bild.</li>	<li>Es öffnet sich eine Detailansicht.</li>	<li>Sie können nun auf «Löschen» klicken. Ihre bereits gemachten Annotationen und Übungen werden so nicht gelöscht.</li>	<li>Nun klicken Sie wieder auf «Installieren».</li>	<li>Prüfen Sie nun ob alles in Ordnung ist, indem Sie auf das eLehrmittel in der Seitenleiste klicken.</li></ol>Achten Sie auf eine ausreichende Netzwerkverbindung, damit alle Inhalte in die App geladen werden können. Danach benötigen Sie keine Internetverbindung mehr für die Nutzung der App.<br /><br />Sollte es immer noch nicht klappen, dann senden Sie bitte nochmals eine neue Support-Anfrage, damit wir die Protokoll-Datei auswerten können und Ihnen weiter helfen können. Bitte senden Sie zudem einige Bildschirmfotos welche das Problem dokumentieren. Diese können Sie auf die Antwort des Bestätigungsmails übermitteln.<br />&nbsp;"
hep: eLerhmittel neu laden;"Besten Dank für Ihre Support-Anfrage.<br /><br />Vermutlich ist eine schlechte Netzwerkverbindung der Grund, dass nur Teile des eLehrmittels dargestellt werden.<br /><br />Laden Sie das eLehrmittel nochmals neu in die App. Dies können Sie mit diesen Schritten tun:<ol>	<li>Gehen Sie ins Portal der App, indem Sie auf das Haus-Symbol oben links drücken.</li>	<li>Suchen Sie das gewünschte eLehrmittel unter ""Meine eLehrmittel"" und klicken einmal darauf.</li>	<li>Sie können nun auf «Löschen» klicken. Bei der Frage ob der Inhalt komplett gelöscht werden soll drücken Sie auf die Option «Löschen». So bleiben Ihre allfällig gemachten Anmerkungen und Übungen nach dem neuen Laden erhalten.</li>	<li>Nun klicken Sie wieder auf «Installieren».</li></ol>Achten Sie auf eine ausreichende Netzwerkverbindung, damit alle Inhalte in die App geladen werden können. Danach benötigen Sie keine Internetverbindung mehr für die Nutzung der App.<br /><br />Sollte das Problem nicht behoben sein, so senden Sie bitte (nochmals) eine Support-Anfrage unter Feedback/Hilfe aus der App.<br />&nbsp;"
hep: Gerät entfernt, neu anmelden;"<span style=""font-family:verdana,geneva,sans-serif"">Wir haben Ihre Geräte entfernt. Bitte führen Sie auf Ihren gewünschten Geräten folgendes durch um alle ihre eLehrmittel nutzen zu können:<br /><br />1. Gehen Sie in das Portal der App (Haus-Symbol)<br />2. Dort gibt es ein Feld ""Coupon einlösen"". Drücken Sie darauf ohne etwas einzugeben<br />3. Nun sollten ihre erworbenen eLehrmittel in der Liste ""Meine eLehrmittel"" aufgeführt sein<br />4. Falls nicht schon erfolgt, drücken Sie auf ""Herunterladen"" oder ""Neu installieren"" um das gesamte eLehrmittel in die App zu laden.<br /><br />Sollte dies nicht funktionieren so senden Sie bitte eine Support-Anfrage aus der App, unter ""Hilfe"" (im Portal, Couvert Icon). Dann sehen wir in der Log-Datei an was es liegen könnte.</span>"
