ticket,type,client,issuer,inquiry,state,meta,answer
2017090463000190,Fehler in der App,SVBA,3,es übernimmt die arbeit auf inscape nicht.,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-14 11:45:06 MESZ | Last install: | Application starts: 28 | Unique Device : 2783e461750bdb1ef7d7cf903cf1dea1 | ,Benutzername angepasst
2017090463000200,Fehler in der App,SVBA,3,es übernihmt die gespeicherten daten vom inkscape nicht auf beook.,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-13 10:56:02 MESZ | Last install: | Application starts: 16 | Unique Device : 431cdb7d058469843e658ce3c5648812 | ,Benutzername angepasst
2017090463000240,Anmeldung / Aktivierung,hep,3,ich wollte gerade meine drei e-lehrmittel gesellschaft c und zwei gesetzestexte einlösen worauf eine fehlermeldung erschien.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-04 13:22:15 MESZ | Last install: | Application starts: 3 | Unique Device : 36e639f337a9f9555f71d6bd027c578f | ,Benutzername angepasst
2017090463000320,Anmeldung / Aktivierung,hep,3,falls sie ein problem mit der anmeldung oder dem coupon code haben beschreiben sie bitte die fehlermeldung und geben sie ihren coupon code an. beim versuch der coupon code: 3bc5c05b8d5b kommt folgende fehler meldung: der couponcode..... konnte nicht eingelöst werden. bitte geben sie einen gültigen coupon code ein. denn die anmeldung ist momentan gesperrt freudliche grüsse,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-30 22:18:55 MESZ | Last install: | Application starts: 6 | Unique Device : bfa964266df8f9e1026b42e178033c35 | ,beook RCP: Workspace löschen
2017090463000390,Geräteanzahl überschritten,SVBA,3,ich habe mich nur auf einem gerät angemeldet jedoch steht geräteanzahl überschritten. hoffentlich können sie dieses problem lösen. mit freundlichen grüssen,closed_max_devices,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-21 19:40:52 MESZ | Last install: 2017-08-15 22:21:40 MESZ | Application starts: 83 | Unique Device : ab2b9d1df0a21fe9f294e2c853c80fc5 | ,beook RCP: Workspace löschen
2017090563000050,Anmeldung / Aktivierung,BEOOK,3,aktivierundscode ist nicht mehr vorhanden da ich das login letztes jahr erstellt haben und seit da nicht mehr benutzte. nun wollte ich mich wieder einloggen und es steht dass die email oder das passwort nicht stimmt. auch beim passwort zurücksetzten funktioniert es nicht da die benutze email scheinbar nicht im system existiert. vielen dank für ihre hilfe. freundliche grüsse,closed_waiting_for_reply,App: beook 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2017-09-04 10:12:23 MESZ | Last install: | Application starts: 2 | Unique Device : 81b0da416b93da18548d595b90cb07d4 | ,Benutzername angepasst
2017090563000080,Fehler in der App,SVBA,3,arbeitsblatt kann nicht mit doppelklick geöffnet werden in beiden editoren,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-12 13:53:23 MESZ | Last install: | Application starts: 12 | Unique Device : 1aec969b152040e82561a63ec658f6b7 | ,Benutzername angepasst
2017090663000020,Fehler in der App,hep,3,ich kann in meinem elehrmittel keine wörter markieren und bei den wissen anwenden fragen sind die fragen schon beantwortet.,closed successful,App: eLehrmittel 4.3.1 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.10.3 | First install: 2016-08-31 18:45:54 MESZ | Last install: 2017-09-06 08:01:21 MESZ | Application starts: 25 | Unique Device : ec730e5b16e9106bbfda0dd7e0f101f0 | ,beook RCP: Workspace löschen
2017090663000030,Fehler in der App,hep,3,ich habe meinen coupon-code eingegeben für unser wirtschaftlehrmitteles ist jedoch nicht erchienen . nur die bundesverfassung was söll ich tun?,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-31 10:50:35 MESZ | Last install: | Application starts: 8 | Unique Device : 987d3de7fd304ec157b360551db3f1aa | ,Benutzername angepasst
2017090663000050,Anmeldung / Aktivierung,hep,3,ich habe meinen coupon eingegeben aber es funktioniert nicht wirtschaftslehrmittel fms lg anja zogg,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-31 10:45:00 MESZ | Last install: | Application starts: 7 | Unique Device : 61f3b3329e1274fd7772ce64321773fa | ,beook RCP: Workspace löschen
2017090663000080,Fehler in der App,hep,3,ich habe den code für unser wirtschaftslehrbuch eingegebendoch es hat nicht funktioniert! was soll ich tun?,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-31 07:37:23 MESZ | Last install: | Application starts: 6 | Unique Device : 1ee73a56c4cb715306a6bf82d0833904 | ,beook RCP: Workspace löschen
2017090663000090,Geräteanzahl überschritten,Swissmem,3,guten tag ich habe im jahr 2014 nur eine lehrer und lizenz erworben und durch erneuerung meiner festplatte ist die maschineworld software nicht mehr bedienbar. ich benötige für diesenselben rechner eine neue activierung. für ihre hilfe bedanke ich mich im vorfeld und verbleibe mit freundlichen grüßen,closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2017-09-06 10:35:47 MESZ | Last install: | Application starts: 3 | Unique Device : 78ad4b333ab9393be413776539188949 | ,Benutzername angepasst
2017090663000100,Anmeldung / Aktivierung,DIHK,3,aktivierungscodes können nicht eingegeben werden skqg4q1t6p und 38dy1hfyzm,closed successful,App: IHK Lernen mobil 4.6.0 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.4.0-10239154 | First install: 2017-08-23 23:29:21 MESZ | Last install: 2017-09-06 12:30:37 MESZ | Application starts: 4 | Unique Device : dc39cc1765304e04b5012a5d5122c577 | ,Anmeldung mit falscher E-Mail
2017090663000110,Anmeldung / Aktivierung,Swissmem,3,guten tag ich habe kürzlich den aktivierungscode für das fachbuch metall deutsch 58. auflage erhalten. leider kann ich nach eingabe des codes immer noch nur den auszug zu dem fkm herunterladen. löschen des auszugs neustarten des app funktioniert nicht. aktivierungscode lautet: byww-pxwd-eax7 freundliche grüsse ueli zumbach,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-11 11:09:44 MESZ | Last install: 2017-08-23 13:10:58 MESZ | Application starts: 16 | Unique Device : f77557e8c8d063c5f4c5d870bb48eab5 | ,Benutzername angepasst
2017090663000130,Anmeldung / Aktivierung,BEOOK,3,ich habe eine frage kann ich die e-mail ändern in ebook ich hab sie faltsch eingegeben es wäre xxx@xxx.xx,closed successful,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-06 14:00:26 MESZ | Last install: | Application starts: 12 | Unique Device : 0df0c7fc76a50ef7c5632ade2da4ab58 | ,Anmeldung mit falscher E-Mail
2017090663000160,Anmeldung / Aktivierung,hep,3,"falls sie ein problem mit der anmeldung oder dem coupon code haben beschreiben sie bitte die fehlermeldung und geben sie ihren coupon code an. guten tag ich kann mein e-lehrmittel vom gesellschaft c hep-verlag nicht mehr aktivieren. die coupon-code lautet: 70b90320bff7. dasselbe gilt auch für das lehrmittl \""detailhandel - writschaft dhf\"" coupon-code 83a78b9904e4. es kann sein dass ich beim \""gesellschaft c\"" die maximale gerätezahl erreicht da ich an verschiedenen geräten an unserer schule arbeite. beim \""detailhandel -wirtschaft dhf\"" ist es möglich dass ich dies noch mit meiner alten e-mail-adresse anschuft und entsprechend mit meinem alten konto. deshalb wollte ich auch fragen ob es möglich ist meinte beiden konten \""xxx@xxx.xx\"" und das alte \""xxx@xxx.xx\"" zusammenzuführen. vielen dank für ihre verständnis und eine hoffentliche schnelle reaktion. mit freundlichen grüssen ",closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-01 17:27:25 MESZ | Last install: 2017-09-01 17:29:02 MESZ | Application starts: 5 | Unique Device : 936f091b161cd3d5abea87be3ac27287 | ,Benutzername angepasst
2017090663000180,Geräteanzahl überschritten,Swissmem,3,ich habe ein neues device und wollte nun die ebooks installieren nachdem ich alle auf meinem alten gerät gelöscht habe. leider funktioniert es nicht. geräteanzahl ist überschritten - wird angezeigt. was soll ich tun? freundliche grüsse,closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-05 22:16:16 MESZ | Last install: | Application starts: 7 | Unique Device : 1b2b4d1665dc93d57a8cb9871f4e2dac | ,Benutzername angepasst
2017090763000010,Anmeldung / Aktivierung,Swissmem,3,schlüssel xkyt-tmf2-xm27 von schule bbzw emmen herr hürlimann erhalten lizenzschlüssel wird zwar angenommen aber fachkunde metall 58. auflage bleibt im demomodus,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-07-11 23:15:33 MESZ | Last install: 2017-08-12 10:58:24 MESZ | Application starts: 43 | Unique Device : c08e9d57f17e538a2b50d5e0d8ec01d9 | ,Benutzername angepasst
2017090763000020,Anmeldung / Aktivierung,Swissmem,3,als ich meinen code einlösen wollte kahm die meldung dass der code ungültig ist code: twmf-q2ha-bna2,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-22 11:10:14 MESZ | Last install: | Application starts: 23 | Unique Device : 64c1fbe9918270947cf0ba3ea11765f3 | ,Benutzername angepasst
2017090763000040,Anmeldung / Aktivierung,hep,3,ich habe den code: 70dc9f3bfd20 eingegeben und dann kam eine nachricht das der code nicht stimmt und das meine anmeldung gesperrt ist.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-30 22:18:55 MESZ | Last install: | Application starts: 8 | Unique Device : bfa964266df8f9e1026b42e178033c35 | ,beook RCP: Workspace löschen
2017090763000110,Anmeldung / Aktivierung,hep,3,das feld für den zugangscode um einer klasse beizutreten fehlt.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-30 17:28:51 MESZ | Last install: | Application starts: 12 | Unique Device : 948beea53a62b074e1d951c932c8f2d3 | ,beook RCP: Workspace löschen
2017090763000120,Fehler in der App,hep,3," ich kann nicht in eine klasse beitreten da bei mir kein fled kommt \""klasse beitreten\"" ich habe mehrmalls das programm neu gestartet aber es geschiet nichts",closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-28 13:44:06 MESZ | Last install: | Application starts: 10 | Unique Device : 0218e3077f527b295a1cb211ace3192e | ,beook RCP: Workspace löschen
2017090763000140,Anmeldung / Aktivierung,hep,3,ich kann der klasse nich eintreten weil der button fehlt,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.11.6 | First install: 2017-08-31 18:21:30 MESZ | Last install: | Application starts: 2 | Unique Device : 8fa356c30ec12912497e0e33138b1557 | ,"Anderer Anbieter, falsches Login"
2017090763000160,Fehler in der App,RICHM,3,momentan geht gar nichts mehr bis gestern konnte ich mich noch anmelden doch jetzt heute komme ich nicht mehr in die app rein und habe das passwort schon zwei mal geändert und es funktioniert nicht. doch dies ist nicht das einzigste problem sondern ich kann mein grundlagenbuch nicht öffnen und muss mir einen aktivierungscode per post schicken lassen auf einer interent homepage welche nicht existiert. können sie diese probleme bitte beseitigen oder mir sagen was ich falsch mache denn ich habe für diese lehrmittel 625.- franken ausgegeben dann wäre es voll das mindeste das es funktioniert.,closed_max_devices,App: beook 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-25 10:18:58 MESZ | Last install: | Application starts: 11 | Unique Device : 1f817bc84f1824782df4dbd918e85556 | ,Anmeldung mit falscher E-Mail
2017090763000200,Geräteanzahl überschritten,hep,3,ich kann mein lehrmittel nich mehr herunterladen... ich habe einen neuen laptop und seit dem geht es nicht mehr.... freundliche grüsse,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-17 13:19:44 MESZ | Last install: | Application starts: 2 | Unique Device : 48515666a742a27333149c6effa421c2 | ,beook RCP: Workspace löschen
2017090763000210,Geräteanzahl überschritten,hep,3," ich habe keinen zugriff mehr auf mein elehrmittel \""gesselschaft\"". es kommt die meldung \""geräteanzahl überschritten\"". bitte helfen sie mir da weiter. ",closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-18 18:04:30 MESZ | Last install: | Application starts: 2 | Unique Device : 6f0c5907d95b673e13cebeea064b4a55 | ,beook RCP: Workspace löschen
2017090763000270,Anmeldung / Aktivierung,BEOOK,3,liebe beook ich kann kein konnto erstellen und mus von der schule aus eins erstellen was kann ich da tun ?,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-06 14:00:26 MESZ | Last install: | Application starts: 28 | Unique Device : 0df0c7fc76a50ef7c5632ade2da4ab58 | ,Benutzername angepasst
2017090763000340,Anmeldung / Aktivierung,VELEDES,3,ich habe meine passwort vergessen und ich hätte gerne neune machen wenn das mögelich ist .,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-22 07:30:03 MESZ | Last install: | Application starts: 13 | Unique Device : 8b78b49ec707315e2ab4111b26cb6c41 | ,Anmeldung mit falscher E-Mail
2017090863000030,Anmeldung / Aktivierung,DIHK,3,hallo ich kann keine textbände ansehen/lesen ich habe auch keine freischaltecode wie bekomme ich diese? ich habe nur von der ihk die info erhalten benutzt diese app das ist super,closed successful,User account exists: Yes | | App: IHK-LernenMobil v4.6.1 | Jailbroken: No | Model: iPad | Platform: iPad73 | System Name: iOS | System Version: 10.3.2 | First install: 2017-09-07 13:49:39 MESZ | Application starts: 0 | Unique Device : a0b377d15709cc1f973d4b756d87ef2d | ,Benutzername angepasst
2017090863000040,Fehler in der App,SMS-SG,3," die synchronisation bei meinem gerät ipad pro ist auf \""bei beenden der app/kapitelwechsel\"" eingestellt aber eine synchronisation findet nur statt wenn die app geschlossen wird nicht bei kapitelwechsel buchwechsel. zumindest wird nicht angezeigt dass synchronisiert wurde. ",closed_app_misuse,User account exists: Yes | | App: beook v4.6.0 | Jailbroken: No | Model: iPad | Platform: iPad67 | System Name: iOS | System Version: 10.3.3 | First install: 2016-11-08 01:28:46 GMT-8 | Application starts: 12 | Unique Device : ac4faac633d1192ca4cf26b4fb9932ab | ,Benutzername angepasst
2017090863000080,Anmeldung / Aktivierung,hep,3,die aktivierung geht nicht. zugriff verweigert mit code 2e1b09d7f38b,closed_bad_password,User account exists: Yes | | App: eLehrmittel ABU v4.6.0 | Jailbroken: No | Model: iPad | Platform: iPad611 | System Name: iOS | System Version: 10.3.3 | First install: 2017-09-08 15:59:09 MESZ | Application starts: 0 | Unique Device : 788376c703562792f04a4c656867ef79 | ,beook Cloud synchronisieren
2017091063000020,Anmeldung / Aktivierung,VSRT-BBZ,3,ich kann mich nicht einloggen ich habe warscheindloch eine falsche mailadresse angegeben und zwar lautet meine normale email adresse xxx@xxx.xx oder ich habe das passwort vergessen es ist beides möglich. jedenfalls wäre ich froh über eure hilfe aktivierungscode: zf47-znnd-pbc2 danke mfg,closed successful,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-31 19:18:29 MESZ | Last install: | Application starts: 12 | Unique Device : 8d2c30231ed4f0b6de8908147d40834d | ,Anmeldung mit falscher E-Mail
2017091063000030,Geräteanzahl überschritten,hep,3,bitte entfernen sie die lizenz vom ipad air so das ich es beim neuen ipad pro wieder verwenden kann danke freundliche grüsse,closed_max_devices,User account exists: Yes | | App: eLehrmittel ABU v4.6.0 | Jailbroken: No | Model: iPad | Platform: iPad63 | System Name: iOS | System Version: 10.3.2 | First install: 2017-09-07 21:36:16 MESZ | Application starts: 8 | Unique Device : 31f381ca01630303bcca8746be918d45 | ,beook RCP: Workspace löschen
2017091163000080,Anmeldung / Aktivierung,Swissmem,3,ich musste mich nach einem update des ebooks neu anmelden. jedoch habe ich meine e-mail adresse vergessen sowie auch das passwort. meine name ist gabriel bucher ich vermute eine der folgenden e-mail adressen als benutzernamen.\xxx@xxx.xx\xxx@xxx.xx jedoch habe ich nun das problem dass ich mich bei dem 2ten genannten account nicht anmelden kann. nun hoffe ich auf ihre unterstürtzung. aktivierungscodes: normenauszug 2014 deutsch phct-8gmw-dxc9 topdesign ausbildungseinheiten ausgabe für lernende deutsch m33u-sj37-45de sie können mich erreichen unter: +41 79 349 43 23 freundliche grüsse gabriel bucher,closed_app_misuse,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2015-08-24 16:13:26 MESZ | Last install: 2017-09-11 08:34:06 MESZ | Application starts: 97 | Unique Device : 5ef2d801e713c3de9db1802e5b22040f | ,Aktivierungscode falsch
2017091163000150,Anmeldung / Aktivierung,DIHK,3," ich bin absolviere derzeit den lehrgang industriemeister/-in im fachbereich chemie\"". ich möchte aber nun nicht mehr die ganze textbände mittragen und wollte mal fragen wo man die aktivierungscodes herbekommt. wir haben die textbände alle vom bcw erhalten. muss ich diesen anfordern oder zusätzlich kaufen. ich bedanke mich im voraus für ihre antwort. mit freundlichen grüßen ",closed successful,User account exists: Yes | | App: IHK-LernenMobil v4.6.1 | Jailbroken: No | Model: iPad | Platform: iPad54 | System Name: iOS | System Version: 10.3.3 | First install: 2017-09-11 14:51:05 MESZ | Application starts: 0 | Unique Device : f216bb04406ad6e73cf38ec7415dbd0a | ,"App neu starten, Gerätezahl bei Subscription/Folgeauflage"
2017091163000250,Geräteanzahl überschritten,hep,3,auf allen geräten auser auf meinem macbook. dazu habe ich noch ein anderes problem mit den programmen es zeigt mir immer diesen text an wen ich auf ein kapitel draufgehe „sie haben bereits zehn seiten dieses elehrmittels betrachtet. für die uneingeschränkte nutzung des elehrmittels können sie diese im web schop erwerben oder mittels coupn freischalten. alle bisherigen seiten können sie weiterhin aufrufen“ nun ist es so das ich in die bsd zur schule gehe und da habe ich coupons bekommen und eingelöst also verstehe ich nicht wiso das es mir diesen text anzeigt. ich hoffe sie könne mir helfen da ich auf diese elehrmittel angewisen bin. vielen dank für ihre mühe im vorraus fals sie fragen oder eine lösung haben können sie mich kontaktieren unter: 079 788 78 38 mit freundlichen grüssen,closed successful,App: eLehrmittel 4.6.2 | Model: 8 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.12.6 | First install: 2017-09-11 10:43:37 MESZ | Last install: | Application starts: 8 | Unique Device : 935f246711c3f68d9c01e063b1cc5d23 | ,Anmeldung - Hinweise für Aktivierung
2017091263000080,Fehler in der App,DIHK,3," wie meine kommilitonin frau mayerhofer bin auch ich mit einem erneuten installieren der skripte auf einem neuen tablet gescheitert. bei fast allen skripten außer bei logistik und marketing erhalte ich die meldung \""abgelaufen\"". ich bitte sie die initialisierung auch bei mir durchzuführen. vielen dank! freundliche grüße ",closed_novel_bug,App: IHK Lernen mobil 4.6.0 | Model: 8 cores | Platform: aarch64 | System Name: Linux | System Version: 3.10.84-11775061 | First install: 2017-08-29 19:43:01 MESZ | Last install: 2017-09-11 16:59:45 MESZ | Application starts: 3 | Unique Device : 206ce9676d7fcec677f704b63ff918eb | ,Benutzername angepasst
2017091263000090,Geräteanzahl überschritten,BEOOK,3,ich habe nur 1 gerät aber es geht wieder nicht,closed_max_devices,App: beook 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows Server 2012 R2 | System Version: 6.3 | First install: 2017-08-22 11:12:25 MESZ | Last install: | Application starts: 16 | Unique Device : 9e68fddf88b404004d24ca765e1f441d | ,beook RCP: Workspace löschen
2017091263000100,Anmeldung / Aktivierung,AppInbox,3,falls sie ein problem mit der anmeldung oder dem aktivierungs-code haben beschreiben sie bitte die fehlermeldung und geben sie ihren aktivierungs-code an. daten konnten nicht gelesen werden. heruntergeladene inhalte konnten nicht geladen werden.,closed_old_app_version,App: eLehrmittel 3.1.1 | Model: 4 cores | Platform: x86 | System Name: Windows 8 | System Version: 6.2 | First install: 2015-08-24 15:06:16 MESZ | Last install: | Application starts: 49 | Unique Device : 8ab4cb646c5398c364864b7564a181c9 | ,Anmeldung mit falscher E-Mail
2017091263000580,Anmeldung / Aktivierung,Swissmem,3,ich habe meinen benutzernamen vergessen. prxe-ssjy-sjr3,closed_app_misuse,User account exists: Yes | | App: Swissmem v4.6.0 | Jailbroken: No | Model: iPad | Platform: iPad25 | System Name: iPhone OS | System Version: 9.3.5 | First install: 2017-09-12 18:19:09 MESZ | Application starts: 1 | Unique Device : 3cec5776ff0d5e4fdd5558a5b19e4e1b | ,Anmeldung mit falscher E-Mail
2017091263000590,Geräteanzahlüberschritten,RICHM,3,lenovo/thinkpadedge type1143-3lgs/nr9-ga8gm productid11433lg,closed_app_misuse,App:beook4.6.2|Model:4cores|Platform:x86_64|SystemName:MacOSX|SystemVersion:10.12.6|Firstinstall:2017-09-0815:53:45MESZ|Lastinstall:|Applicationstarts:8|UniqueDevice:98ea05ab9fd63a2cc41676663d318667|,"Floating License, Netzwerk erforderlich"
2017091263000600,Fehler in der App,RICHM,3,prima hat es geklappt. danke für den hinweis zu ios 11. auf meinem ipad pro mit ios 11 und der neuesten beta funktioniert dies einwandfrei. könnten sie mir eine support-anfrage zukommen lassen damit ich vielleicht etwas in der log-datei sehen. wir würden es sodann korrigieren und es wird mit beook 5.0 gleich anfangs oktober erscheine. je nach definitivem erscheinungstermin von ios 11 könnte es also 1-2 wochen noch nicht funktionieren. dafür wird beook dann auch auf dem iphone nutzbar sein. dies ist die wesentlichste neuerung von beook 5.0. freundliche grüsse daniel stainhauser ________________________ daniel stainhauser geschäftsführer master of science msc ionesoft gmbh weissensteinstrasse 87 ch-3007 bern tel: +41 31 761 3770 xxx@xxx.xx http://ionesoft.ch,closed successful,User account exists: Yes | | App: beook v4.6.0 | Jailbroken: No | Model: iPad | Platform: iPad67 | System Name: iOS | System Version: 11.0 | First install: 2017-05-17 18:06:01 MESZ | Application starts: 0 | Unique Device : c062177deabbfd491095843a0819b55e | ,Benutzername angepasst
2017091363000020,Anmeldung / Aktivierung,BEOOK,3,1. ich bin zwar angemeldet doch seit gestern bekomme ich immer wieder ein mail zur passwort änderunung. 2. ich habe 2 grundlagenbücher das eine vollversion beim anderen nur der auszug. auf diesem konto sollte eigentlich nur die vollversin angemeldet sein. 3. habe ich mühe beim markieren und notizzettel erstellen....es geht immer sehr lange und manchmal heisst es dann programm schliessen oder programm reagiert nicht. sonst funktioniert alles sehr gut :- mit freundlichen grüssen,closed_waiting_for_reply,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2017-08-22 19:43:44 MESZ | Last install: | Application starts: 14 | Unique Device : 0822b216f17a2278bd737b3484cbcdc5 | ,Auszugsmodus nach iOS Update
2017091363000050,Anmeldung / Aktivierung,RICHM,3,wo finde/bekomme ich meinen aktivierungscode?,closed_app_misuse,App: beook 4.6.2 | Model: 8 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.10.5 | First install: 2017-09-13 09:52:53 MESZ | Last install: | Application starts: 2 | Unique Device : fa698c9201df4291ab8d27800b3529ce | ,"Anderer Anbieter, falsches Login"
2017091363000080,Anmeldung / Aktivierung,BEOOK,3,kriege immer wieder ein mail um mein passwort zu ändern ohne es verlangt zu haben.,closed_waiting_for_reply,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2014-08-11 11:39:59 MESZ | Last install: 2017-08-15 06:51:22 MESZ | Application starts: 190 | Unique Device : 88f5de3c01878957d42e34bf5b6265e6 | ,Anmeldung mit falscher E-Mail
2017091363000110,Fehler in der App,SVBA,3,bei allen apps wird bei mir das inhaltsverzeichnis doppelt angezeigt! das erste kann ich nicht öffnen das zweite hingegen schon!! was kann ich unternehmen das das leer inhaltsverzeichnis nicht mehr vorhanden ist???,closed successful,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-09-01 09:08:35 MESZ | Last install: 2017-08-29 18:57:59 MESZ | Application starts: 183 | Unique Device : 4816bf6eca0c7b6a609b003467feb331 | ,Benutzername angepasst
2017091363000140,Anmeldung / Aktivierung,hep,3,ich möchte gerne mein neuses physikbuch heunterladen leider kommt eine fehlermeldung das meine angaben nicht aussreichen. könnten sie mir bitte helfen. danke für ihre antwort,closed_old_app_version,App: eLehrmittel 4.1.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-11-21 17:45:17 MEZ | Last install: | Application starts: 26 | Unique Device : 0f1dece2954295244c028738a4109507 | ,beook RCP: Workspace löschen
2017091463000050,Anmeldung / Aktivierung,hep,3,falls sie ein problem mit der anmeldung oder dem coupon code haben beschreiben sie bitte die fehlermeldung und geben sie ihren coupon code an. guten tag ich kann mein elehrmittel nicht aktivieren obwohl die anmeldung auf der homepage klappt.....,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-13 12:15:59 MESZ | Last install: | Application starts: 2 | Unique Device : ee6f2bce6b4a8eac80e1bcae0d662ed0 | ,Anmeldung mit falscher E-Mail
2017091463000060,Fehler in der App,hep,3,wenn ich auf das feld verstanden? klicke kommt nur eine weisse seite. bitte um sofortige hilfe!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-07 15:02:48 MESZ | Last install: | Application starts: 4 | Unique Device : eac3cdc76d3bcd6e8511dd0373e88e0c | ,Anmeldung - Hinweise für Aktivierung
2017091463000080,Fehler in der App,hep,3,bei meinem kolegen zeigt es bei den verstanden? fragen keine lösungen an dass ist sehr schade denn dan wiss man nicht ob man das richtige oder das falsche lernt. ich währe sehr dankbahr wenn diese funktion ergenzt würde.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-07 15:02:48 MESZ | Last install: | Application starts: 4 | Unique Device : eac3cdc76d3bcd6e8511dd0373e88e0c | ,Anmeldung mit falscher E-Mail
